ID,Size,Predicted,Actual
0,212,0.38,NO
1,274,0.99,NO
2,461,0.64,YES
3,138,0.91,NO
4,358,0.01,NO
5,1272,0.68,YES
6,51,0.0,NO
7,45,0.642,NO
8,157,0.0,NO
9,31,0.0,NO
10,1406,1.0,YES
11,55,0.04732142857142856,NO
12,204,0.0,NO
13,55,0.04732142857142856,NO
14,103,0.025,NO
15,34,0.02,NO
16,83,0.34430952380952384,NO
17,285,0.67,NO
18,83,0.34430952380952384,NO
19,129,0.15,NO
20,867,0.0,YES
21,380,0.6,NO
22,40,0.005,NO
23,387,0.68,YES
24,390,0.68,NO
25,51,0.0,NO
26,637,0.95,YES
27,32,0.0,NO
28,68,0.2088333333333333,YES
29,547,0.3,YES
30,566,0.97,NO
31,314,0.76,YES
32,907,0.97,YES
33,275,0.97,NO
34,31,0.0,NO
35,50,0.0,NO
36,27,0.0,NO
37,175,0.03,NO
38,50,0.0,NO
39,62,0.005,NO
40,87,0.0,NO
41,52,0.0,NO
42,373,0.23,NO
43,224,0.01,NO
44,118,0.0,YES
45,83,0.21,NO
46,147,0.08202380952380953,NO
47,58,0.24710714285714286,NO
48,44,0.642,NO
49,106,0.1530234487734488,NO
50,238,0.74,NO
51,43,0.04266666666666667,NO
52,185,0.21,YES
53,189,0.53,NO
54,151,0.7233333333333333,NO
55,364,0.64,NO
56,910,0.97,NO
57,889,0.71,NO
58,43,0.41,NO
59,325,0.74,NO
60,27,0.0,NO
61,55,0.04732142857142856,NO
62,93,0.09,NO
63,191,0.02,NO
64,90,0.04004761904761904,NO
65,89,0.29,NO
66,272,0.89,NO
67,152,0.86,NO
68,90,0.04004761904761904,YES
69,82,0.04933333333333333,NO
70,148,0.69,NO
71,421,0.5,YES
72,1190,0.95,YES
73,528,0.6,YES
74,205,0.78,YES
75,190,0.02,NO
76,86,0.0,NO
77,212,0.85,YES
78,404,0.65,NO
79,572,0.55,NO
80,132,0.85,NO
81,168,0.59,NO
82,109,0.0018181818181818182,YES
83,85,0.0,NO
84,107,0.19,NO
85,237,0.76,NO
86,511,0.9,YES
87,47,0.01,NO
88,1328,0.97,YES
89,27,0.0,NO
90,89,0.020047619047619043,NO
91,482,0.91,YES
92,226,0.66,YES
93,166,0.0,NO
94,92,0.18,YES
95,476,0.11,NO
96,93,0.2,YES
97,244,0.77,NO
98,204,0.0,NO
99,252,0.31,NO
100,119,0.55,NO
101,733,0.73,NO
102,630,0.81,NO
103,69,0.4455000000000002,NO
104,77,0.0,NO
105,97,0.5427500000000001,NO
106,380,0.89,NO
107,214,0.0,NO
108,38,0.08066666666666666,NO
109,79,0.27,NO
110,25,0.0,NO
111,84,0.35102380952380957,NO
112,34,0.0,NO
113,33,0.0,NO
114,104,0.2575,NO
115,193,0.73,NO
116,70,0.01,NO
117,140,0.1,NO
118,22,0.07,NO
119,156,0.0,NO
120,142,0.017857142857142853,NO
121,100,0.29,YES
122,152,0.5766666666666667,NO
123,31,0.0,NO
124,60,0.002,NO
125,60,0.002,NO
126,876,0.0,NO
127,61,0.005,NO
128,185,0.01,NO
129,264,0.15,NO
130,43,0.0,NO
131,248,0.77,NO
132,361,0.66,YES
133,199,0.27,YES
134,194,0.61,YES
135,346,0.0,YES
136,91,0.52,NO
137,335,0.72,YES
138,370,0.91,NO
139,82,0.37,NO
140,53,0.0,NO
141,148,0.81,NO
142,4088,0.0,NO
143,88,0.93,NO
144,878,0.77,YES
145,37,0.044000000000000004,NO
146,48,0.06449999999999999,NO
147,47,0.01,NO
148,101,0.41045238095238096,NO
149,556,0.86,NO
150,360,0.69,NO
151,284,0.96,YES
152,135,0.63,NO
153,56,0.09408333333333334,NO
154,78,0.72,NO
155,409,0.91,YES
156,174,0.0,NO
157,148,0.4265238095238095,NO
158,88,0.29,NO
159,45,0.642,YES
160,39,0.018333333333333333,NO
161,182,0.62,NO
162,77,0.0,NO
163,666,0.82,NO
164,104,0.62,YES
165,263,0.12,YES
166,54,0.005,NO
167,76,0.0,NO
168,119,0.78,NO
169,200,0.88,NO
170,152,0.5766666666666667,NO
171,39,0.018333333333333333,NO
172,677,0.37,NO
173,131,0.21948015873015875,NO
174,47,0.01,NO
175,100,0.38833333333333336,NO
176,43,0.0,NO
177,73,0.0,NO
178,257,0.07,NO
179,356,0.01,NO
180,62,0.005,NO
181,45,0.642,NO
182,97,0.5427500000000001,NO
183,131,0.21948015873015875,YES
184,68,0.2088333333333333,YES
185,99,0.2218333333333333,NO
186,53,0.0,NO
187,81,0.04933333333333333,NO
188,78,0.61,YES
189,69,0.4455000000000002,NO
190,69,0.4455000000000002,NO
191,77,0.0,NO
192,72,0.0,NO
193,72,0.0,NO
