DATASET,TRAINING_RELEASES,TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.17873303167420815,0.7452830188679245,0.6710076947401707,0.141705727678061,79.0,363.0,532.0,27.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,NONE,SENSITIVE_LEARNING,0.21568627450980393,0.10377358490566038,0.5295404237377463,0.07659981550445893,11.0,40.0,855.0,95.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,NONE,NONE,0.3055555555555556,0.10377358490566038,0.7062453884262675,0.10698089361385756,11.0,25.0,870.0,95.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.2602739726027397,0.1792452830188679,0.5594550437440708,0.13782276439649838,19.0,54.0,841.0,87.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.2602739726027397,0.1792452830188679,0.6755981869927269,0.13782276439649838,19.0,54.0,841.0,87.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.16483516483516483,0.14150943396226415,0.5282966164224728,0.06035805626598433,15.0,76.0,819.0,91.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.17647058823529413,0.14150943396226415,0.6864762306313903,0.06935341367780982,15.0,70.0,825.0,91.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.17873303167420815,0.7452830188679245,0.6698482133445768,0.141705727678061,79.0,363.0,532.0,27.0
OPENJPA,3,73.92550143266476,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.17873303167420815,0.7452830188679245,0.6710076947401707,0.141705727678061,79.0,363.0,532.0,27.0
OPENJPA,3,73.92550143266476,IBK,NONE,NONE,SENSITIVE_LEARNING,0.1509433962264151,0.07547169811320754,0.5125961842521345,0.032314109367711355,8.0,45.0,850.0,98.0
OPENJPA,3,73.92550143266476,IBK,NONE,NONE,NONE,0.21052631578947367,0.07547169811320754,0.6888900600822178,0.05849156428193533,8.0,30.0,865.0,98.0
OPENJPA,3,73.92550143266476,IBK,NONE,OVERSAMPLING,SENSITIVE_LEARNING,0.14457831325301204,0.11320754716981132,0.5169389691156319,0.037460735577791886,12.0,71.0,824.0,94.0
OPENJPA,3,73.92550143266476,IBK,NONE,OVERSAMPLING,NONE,0.14457831325301204,0.11320754716981132,0.646553178033098,0.037460735577791886,12.0,71.0,824.0,94.0
OPENJPA,3,73.92550143266476,IBK,NONE,SMOTE,SENSITIVE_LEARNING,0.1485148514851485,0.14150943396226415,0.5227100242437019,0.04638445598643657,15.0,86.0,809.0,91.0
OPENJPA,3,73.92550143266476,IBK,NONE,SMOTE,NONE,0.16304347826086957,0.14150943396226415,0.6837725308316643,0.05890516749303261,15.0,77.0,818.0,91.0
OPENJPA,3,73.92550143266476,IBK,NONE,UNDERSAMPLING,SENSITIVE_LEARNING,0.15714285714285714,0.6226415094339622,0.6135553915884895,0.09849915197286324,66.0,354.0,541.0,40.0
OPENJPA,3,73.92550143266476,IBK,NONE,UNDERSAMPLING,NONE,0.15714285714285714,0.6226415094339622,0.61538948034152,0.09849915197286324,66.0,354.0,541.0,40.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,NONE,SENSITIVE_LEARNING,0.13953488372093023,0.12,0.5203854389721627,0.043489184806194105,12.0,74.0,860.0,88.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,NONE,NONE,0.3333333333333333,0.09,0.7065471092077088,0.10492542765927101,9.0,18.0,916.0,91.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.08791208791208792,0.16,0.49113490364025697,-0.01297866670846559,16.0,166.0,768.0,84.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.10344827586206896,0.12,0.6864882226980729,0.008074186585658389,12.0,104.0,830.0,88.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.22018348623853212,0.24,0.5744967880085653,0.14323798544563746,24.0,85.0,849.0,76.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.35,0.21,0.7432869379014989,0.20482273201251333,21.0,39.0,895.0,79.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.11467889908256881,0.5,0.5433618843683083,0.03468772482784614,50.0,386.0,548.0,50.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.125,0.49,0.5745877944325481,0.053289583759364975,49.0,343.0,591.0,51.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,NONE,SENSITIVE_LEARNING,0.13953488372093023,0.12,0.5203854389721627,0.043489184806194105,12.0,74.0,860.0,88.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,NONE,NONE,0.3333333333333333,0.09,0.7081798715203426,0.10492542765927101,9.0,18.0,916.0,91.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.08791208791208792,0.16,0.49113490364025697,-0.01297866670846559,16.0,166.0,768.0,84.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.10344827586206896,0.12,0.6864882226980729,0.008074186585658389,12.0,104.0,830.0,88.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.22018348623853212,0.24,0.5744967880085653,0.14323798544563746,24.0,85.0,849.0,76.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.35,0.21,0.7432869379014989,0.20482273201251333,21.0,39.0,895.0,79.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.11467889908256881,0.5,0.5433618843683083,0.03468772482784614,50.0,386.0,548.0,50.0
OPENJPA,4,78.78103837471784,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.125,0.49,0.5745877944325481,0.053289583759364975,49.0,343.0,591.0,51.0
OPENJPA,4,78.78103837471784,IBK,NONE,NONE,SENSITIVE_LEARNING,0.10975609756097561,0.09,0.5059207708779443,0.012876335948960444,9.0,73.0,861.0,91.0
OPENJPA,4,78.78103837471784,IBK,NONE,NONE,NONE,0.2608695652173913,0.06,0.7010385438972163,0.0636961380953153,6.0,17.0,917.0,94.0
OPENJPA,4,78.78103837471784,IBK,NONE,OVERSAMPLING,SENSITIVE_LEARNING,0.09090909090909091,0.13,0.495406852248394,-0.0077067483450247755,13.0,130.0,804.0,87.0
OPENJPA,4,78.78103837471784,IBK,NONE,OVERSAMPLING,NONE,0.1111111111111111,0.11,0.6731049250535331,0.0158523601088373,11.0,88.0,846.0,89.0
OPENJPA,4,78.78103837471784,IBK,NONE,SMOTE,SENSITIVE_LEARNING,0.22857142857142856,0.24,0.5766381156316917,0.14992930826831444,24.0,81.0,853.0,76.0
OPENJPA,4,78.78103837471784,IBK,NONE,SMOTE,NONE,0.375,0.21,0.735786937901499,0.2147044715663808,21.0,35.0,899.0,79.0
OPENJPA,4,78.78103837471784,IBK,NONE,UNDERSAMPLING,SENSITIVE_LEARNING,0.10955710955710955,0.47,0.5305032119914347,0.02471020369221949,47.0,382.0,552.0,53.0
OPENJPA,4,78.78103837471784,IBK,NONE,UNDERSAMPLING,NONE,0.11948051948051948,0.46,0.5598608137044968,0.04270536408395968,46.0,339.0,595.0,54.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,NONE,SENSITIVE_LEARNING,0.21052631578947367,0.1391304347826087,0.5379196477710512,0.0891173950299918,16.0,60.0,888.0,99.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,NONE,NONE,0.4375,0.12173913043478261,0.7081040176114475,0.1504623877609951,14.0,18.0,930.0,101.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.13736263736263737,0.21739130434782608,0.5258897450009172,0.041226798514520366,25.0,157.0,791.0,90.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.17543859649122806,0.17391304347826086,0.698275545771418,0.07504362198271694,20.0,94.0,854.0,95.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.225,0.1565217391304348,0.5455604476242891,0.1051856949996032,18.0,62.0,886.0,97.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.38095238095238093,0.1391304347826087,0.7065813612181251,0.15490583917929632,16.0,26.0,922.0,99.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.1625,0.5652173913043478,0.6059209319390938,0.10141729517285285,65.0,335.0,613.0,50.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.19195046439628483,0.5391304347826087,0.6540864061640066,0.14700079733404198,62.0,261.0,687.0,53.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,NONE,SENSITIVE_LEARNING,0.21052631578947367,0.1391304347826087,0.5379196477710512,0.0891173950299918,16.0,60.0,888.0,99.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,NONE,NONE,0.4375,0.12173913043478261,0.7081040176114475,0.1504623877609951,14.0,18.0,930.0,101.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.13736263736263737,0.21739130434782608,0.5258897450009172,0.041226798514520366,25.0,157.0,791.0,90.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.17543859649122806,0.17391304347826086,0.698275545771418,0.07504362198271694,20.0,94.0,854.0,95.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.225,0.1565217391304348,0.5455604476242891,0.1051856949996032,18.0,62.0,886.0,97.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.38095238095238093,0.1391304347826087,0.7065813612181251,0.15490583917929632,16.0,26.0,922.0,99.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.1625,0.5652173913043478,0.6059209319390938,0.10141729517285285,65.0,335.0,613.0,50.0
OPENJPA,5,82.09231805929919,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.19195046439628483,0.5391304347826087,0.6540864061640066,0.14700079733404198,62.0,261.0,687.0,53.0
OPENJPA,5,82.09231805929919,IBK,NONE,NONE,SENSITIVE_LEARNING,0.22727272727272727,0.13043478260869565,0.5383186571271327,0.09428798745083865,15.0,51.0,897.0,100.0
OPENJPA,5,82.09231805929919,IBK,NONE,NONE,NONE,0.4642857142857143,0.11304347826086956,0.7039534030453128,0.1456216639531767,13.0,15.0,933.0,102.0
OPENJPA,5,82.09231805929919,IBK,NONE,OVERSAMPLING,SENSITIVE_LEARNING,0.13372093023255813,0.2,0.5214135021097046,0.035168593067968414,23.0,149.0,799.0,92.0
OPENJPA,5,82.09231805929919,IBK,NONE,OVERSAMPLING,NONE,0.17142857142857143,0.1565217391304348,0.7041689598238855,0.06732153926851386,18.0,87.0,861.0,97.0
OPENJPA,5,82.09231805929919,IBK,NONE,SMOTE,SENSITIVE_LEARNING,0.225,0.1565217391304348,0.5455604476242891,0.1051856949996032,18.0,62.0,886.0,97.0
OPENJPA,5,82.09231805929919,IBK,NONE,SMOTE,NONE,0.38095238095238093,0.1391304347826087,0.7049348743349844,0.15490583917929632,16.0,26.0,922.0,99.0
OPENJPA,5,82.09231805929919,IBK,NONE,UNDERSAMPLING,SENSITIVE_LEARNING,0.15064935064935064,0.5043478260869565,0.5797055586130985,0.07846935320013543,58.0,327.0,621.0,57.0
OPENJPA,5,82.09231805929919,IBK,NONE,UNDERSAMPLING,NONE,0.17857142857142858,0.4782608695652174,0.6320033021463951,0.12167081563532042,55.0,253.0,695.0,60.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,NONE,SENSITIVE_LEARNING,0.18181818181818182,0.13725490196078433,0.5353996028791264,0.07949280663252825,14.0,63.0,885.0,88.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,NONE,NONE,0.4230769230769231,0.10784313725490197,0.695700959708778,0.13785090165458305,11.0,15.0,933.0,91.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.10849056603773585,0.22549019607843138,0.5130615537354182,0.017636462653428907,23.0,189.0,759.0,79.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.16279069767441862,0.20588235294117646,0.6931517332671465,0.08224423541163695,21.0,108.0,840.0,81.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.16923076923076924,0.21568627450980393,0.5508811119384462,0.09065782200110581,22.0,108.0,840.0,80.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.3442622950819672,0.20588235294117646,0.699315380160503,0.19946315829269176,21.0,40.0,908.0,81.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.16136919315403422,0.6470588235294118,0.6426222387689253,0.12174419682464016,66.0,343.0,605.0,36.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.20512820512820512,0.6274509803921569,0.7230495573756929,0.19067947349697606,64.0,248.0,700.0,38.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,NONE,SENSITIVE_LEARNING,0.18181818181818182,0.13725490196078433,0.5353996028791264,0.07949280663252825,14.0,63.0,885.0,88.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,NONE,NONE,0.4230769230769231,0.10784313725490197,0.695700959708778,0.13785090165458305,11.0,15.0,933.0,91.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.10849056603773585,0.22549019607843138,0.5130615537354182,0.017636462653428907,23.0,189.0,759.0,79.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.16279069767441862,0.20588235294117646,0.6931517332671465,0.08224423541163695,21.0,108.0,840.0,81.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.16923076923076924,0.21568627450980393,0.5508811119384462,0.09065782200110581,22.0,108.0,840.0,80.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.3442622950819672,0.20588235294117646,0.699315380160503,0.19946315829269176,21.0,40.0,908.0,81.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.16136919315403422,0.6470588235294118,0.6426222387689253,0.12174419682464016,66.0,343.0,605.0,36.0
OPENJPA,6,84.96993987975952,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.20512820512820512,0.6274509803921569,0.7230495573756929,0.19067947349697606,64.0,248.0,700.0,38.0
OPENJPA,6,84.96993987975952,IBK,NONE,NONE,SENSITIVE_LEARNING,0.20987654320987653,0.16666666666666666,0.54957805907173,0.10918656690922802,17.0,64.0,884.0,85.0
OPENJPA,6,84.96993987975952,IBK,NONE,NONE,NONE,0.375,0.14705882352941177,0.6925674278150079,0.16560238399318858,15.0,25.0,923.0,87.0
OPENJPA,6,84.96993987975952,IBK,NONE,OVERSAMPLING,SENSITIVE_LEARNING,0.11267605633802817,0.23529411764705882,0.517963514519732,0.02418394837416175,24.0,189.0,759.0,78.0
