DATASET,TRAINING_RELEASES,TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE
STORM,6,73.30183106910809,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.29705882352941176,0.47641509433962265,0.5939033700512597,0.10835061772928131,101.0,239.0,453.0,111.0
STORM,6,73.30183106910809,IBK,NONE,NONE,SENSITIVE_LEARNING,0.2983606557377049,0.42924528301886794,0.5599983640527866,0.10415088981446426,91.0,214.0,478.0,121.0
STORM,6,73.30183106910809,IBK,NONE,NONE,NONE,0.3347826086956522,0.3632075471698113,0.5944759515759624,0.13804428435215585,77.0,153.0,539.0,135.0
STORM,6,73.30183106910809,IBK,NONE,OVERSAMPLING,SENSITIVE_LEARNING,0.24413145539906103,0.49056603773584906,0.5126240593303523,0.018701025931012166,104.0,322.0,370.0,108.0
STORM,6,73.30183106910809,IBK,NONE,OVERSAMPLING,NONE,0.2983606557377049,0.42924528301886794,0.5709387610426437,0.10415088981446426,91.0,214.0,478.0,121.0
STORM,6,73.30183106910809,IBK,NONE,SMOTE,SENSITIVE_LEARNING,0.29906542056074764,0.4528301886792453,0.5638428400043626,0.10836264346538334,96.0,225.0,467.0,116.0
STORM,6,73.30183106910809,IBK,NONE,SMOTE,NONE,0.3333333333333333,0.3867924528301887,0.5973729414330897,0.14190515549126978,82.0,164.0,528.0,130.0
STORM,6,73.30183106910809,IBK,NONE,UNDERSAMPLING,SENSITIVE_LEARNING,0.25773195876288657,0.589622641509434,0.5346957138183008,0.04796818455971056,125.0,360.0,332.0,87.0
STORM,6,73.30183106910809,IBK,NONE,UNDERSAMPLING,NONE,0.3037249283667622,0.5,0.6022194350528957,0.12159212401995734,106.0,243.0,449.0,106.0
STORM,7,71.19428090832632,IBK,BEST_FIRST_FORWARD,NONE,SENSITIVE_LEARNING,0.2641509433962264,0.4692737430167598,0.6364000956897401,0.20512621550985294,84.0,234.0,957.0,95.0
STORM,7,71.19428090832632,IBK,BEST_FIRST_FORWARD,NONE,NONE,0.26666666666666666,0.4692737430167598,0.6414144256973859,0.2081346075424195,84.0,231.0,960.0,95.0
STORM,7,71.19428090832632,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.24598930481283424,0.5139664804469274,0.6385953309035645,0.18948948082306427,92.0,282.0,909.0,87.0
