ID,Size,Predicted,Actual
0,118,0.73,NO
1,22,0.75,NO
2,75,0.49,NO
3,133,0.86,NO
4,79,0.41,NO
5,91,0.47,NO
6,70,0.11,NO
7,57,0.0,NO
8,70,0.11,NO
9,59,0.0,NO
10,88,0.9388333333333333,NO
11,40,0.6497638888888889,NO
12,104,0.58,NO
13,195,0.68,NO
14,201,0.66,NO
15,97,0.93,NO
16,101,0.54,NO
17,98,0.57,NO
18,187,0.73,NO
19,149,0.82,NO
20,151,0.8,NO
21,196,0.65,NO
22,90,0.865,NO
23,115,0.73,NO
24,62,0.0,NO
25,61,0.01,NO
26,142,0.66,YES
27,47,0.58,YES
28,85,0.51,NO
29,65,0.45425,NO
30,106,0.51,NO
31,85,0.62,NO
32,88,0.84,NO
33,144,0.72,NO
34,81,0.39,NO
35,80,0.68,NO
36,69,0.02,NO
37,89,0.33,NO
38,67,0.01,NO
39,88,0.9388333333333333,NO
40,40,0.6497638888888889,NO
41,92,0.37,NO
42,95,0.9,NO
43,49,0.18,NO
44,102,0.97,NO
45,94,0.41,NO
46,72,0.1,NO
47,69,0.33,NO
48,86,0.48,NO
49,174,0.72,NO
50,131,0.73,NO
51,166,0.79,NO
52,116,0.73,NO
53,155,0.82,NO
54,67,0.01,NO
55,88,0.9388333333333333,NO
56,40,0.6497638888888889,NO
57,57,0.0,NO
58,39,0.03,NO
59,98,0.5,NO
60,106,0.62,NO
61,101,0.5,NO
62,94,0.48,NO
63,76,0.6666666666666666,NO
64,116,0.11,NO
65,56,0.0,NO
66,48,0.89,NO
67,82,0.38,NO
68,45,0.934,NO
69,45,0.934,NO
70,30,0.24566666666666662,NO
71,77,0.6383333333333333,NO
72,302,0.0,NO
73,86,0.65,NO
74,198,0.5456790137731281,NO
75,175,0.0,NO
76,68,0.28,NO
77,105,0.5875,NO
78,194,0.39,NO
79,106,0.5875,NO
80,97,0.49,NO
81,65,0.25,NO
82,101,0.56,NO
83,62,0.24,NO
84,108,0.5575,NO
85,432,0.49,NO
