ID,Size,Predicted,Actual
0,79,1.6461547357882276E-5,NO
1,87,1.866005980767045E-5,NO
2,68,1.854640165724408E-5,NO
3,58,1.854640165724408E-5,NO
4,196,1.9901905361259742E-5,NO
5,132,1.866005980767045E-5,NO
6,64,1.854640165724408E-5,NO
7,134,1.7074648886148714E-5,NO
8,173,1.9104017175018327E-5,NO
9,246,2.10971059536904E-5,NO
10,107,1.866005980767045E-5,NO
11,121,1.866005980767045E-5,NO
12,110,0.040686746434257064,NO
13,58,1.854640165724408E-5,NO
14,37,1.854640165724408E-5,NO
15,77,0.04164781375142843,NO
16,142,0.041614493805369204,NO
17,114,1.866005980767045E-5,NO
18,59,1.854640165724408E-5,NO
19,64,1.854640165724408E-5,NO
20,164,1.9104017175018327E-5,NO
21,70,1.854640165724408E-5,NO
22,32,1.854640165724408E-5,NO
23,148,1.9104017175018327E-5,NO
24,156,1.9104017175018327E-5,NO
25,119,1.866005980767045E-5,NO
26,118,1.866005980767045E-5,NO
27,156,1.9104017175018327E-5,NO
28,85,1.866005980767045E-5,NO
29,48,1.854640165724408E-5,YES
30,263,2.1508350818242262E-5,NO
31,590,5.040611392136095E-5,YES
32,39,1.6970647286493487E-5,NO
33,39,1.6970647286493487E-5,NO
34,39,1.6970647286493487E-5,NO
35,24,1.6648518633125623E-5,NO
36,62,1.6970647286493487E-5,NO
37,77,1.7471476472815687E-5,NO
38,77,1.7471476472815687E-5,NO
39,54,1.6970647286493487E-5,NO
40,90,1.7578547261289833E-5,NO
41,58,1.6970647286493487E-5,NO
42,24,1.6648518633125623E-5,NO
43,64,1.6970647286493487E-5,NO
44,216,1.9789615555193883E-5,NO
45,36,1.6970647286493487E-5,NO
46,36,1.6970647286493487E-5,NO
47,202,1.9789615555193883E-5,NO
48,74,1.6970647286493487E-5,NO
49,71,1.6970647286493487E-5,NO
50,56,1.6970647286493487E-5,NO
51,44,1.6970647286493487E-5,NO
52,55,1.6970647286493487E-5,NO
53,47,0.9790401062802921,NO
54,101,1.0,YES
55,109,1.0,NO
56,28,0.02103450267377817,NO
57,54,0.6849439697638579,YES
58,158,0.9781731057033226,YES
59,52,0.9999999999958102,YES
60,53,0.6849439697638579,YES
61,81,0.6905996526923608,YES
62,83,0.6919036058745691,YES
63,63,0.6849439697638579,YES
64,48,0.6789335713837391,YES
65,55,0.6849439697638579,YES
66,149,0.9999995000378623,YES
67,263,0.9817539979909903,YES
68,179,1.0,YES
69,37,0.6789335713837391,YES
70,25,0.675043226916511,YES
71,30,0.6789335713837391,YES
72,36,0.9740996427415002,YES
73,30,0.6789335713837391,YES
74,27,0.675043226916511,YES
75,37,0.6789335713837391,YES
76,33,0.6789335713837391,YES
77,31,0.6789335713837391,YES
78,56,0.6849439697638579,YES
79,101,0.6971996233091051,YES
80,139,0.9777236296519597,YES
81,85,0.9755748974566615,YES
82,95,0.6971996233091051,YES
83,60,0.6849439697638579,YES
84,35,0.6789335713837391,YES
85,26,0.675043226916511,YES
86,69,0.6849439697638579,YES
87,64,0.6849439697638579,YES
88,39,0.6789335713837391,YES
89,41,0.6789335713837391,YES
90,167,0.9781731057033226,YES
91,66,0.6849439697638579,YES
92,93,0.9761627444092912,YES
93,76,1.6461547357882276E-5,NO
94,77,0.15378272351748,NO
95,83,0.1545794868818706,NO
96,48,1.854640165724408E-5,NO
97,85,1.866005980767045E-5,NO
98,43,1.854640165724408E-5,NO
99,90,1.866005980767045E-5,NO
100,202,1.9901905361259742E-5,NO
101,135,1.866005980767045E-5,NO
102,30,1.854640165724408E-5,NO
103,29,1.854640165724408E-5,NO
104,69,1.854640165724408E-5,YES
105,242,1.87484184278847E-5,NO
106,64,5.732056999038568E-5,NO
107,50,0.00174488880758624,YES
108,89,1.866005980767045E-5,NO
109,40,0.0016972804360817365,YES
110,49,1.854640165724408E-5,NO
111,249,0.9999999999986459,YES
112,40,1.854640165724408E-5,NO
113,171,0.15767738304070983,NO
114,40,1.854640165724408E-5,NO
115,32,1.854640165724408E-5,NO
116,139,1.9104017175018327E-5,YES
117,131,0.1545794868818706,YES
118,149,0.15767738304070983,YES
119,86,1.866005980767045E-5,NO
120,69,1.854640165724408E-5,NO
121,88,1.866005980767045E-5,NO
122,42,1.854640165724408E-5,NO
123,32,1.854640165724408E-5,NO
124,56,1.6461547357882276E-5,NO
125,51,1.854640165724408E-5,NO
126,81,1.854640165724408E-5,NO
127,35,1.854640165724408E-5,NO
128,72,1.854640165724408E-5,NO
129,46,1.854640165724408E-5,NO
130,46,1.854640165724408E-5,NO
131,44,1.854640165724408E-5,NO
132,29,1.854640165724408E-5,NO
