ID,Size,Predicted,Actual
0,79,9.580230439183706E-5,NO
1,87,9.149804616541845E-5,NO
2,68,9.101196396058224E-5,NO
3,58,9.089328090609083E-5,NO
4,196,9.691642409235022E-5,NO
5,132,9.28606290817636E-5,NO
6,64,9.101196396058224E-5,NO
7,134,9.715125926930688E-5,NO
8,173,9.501478038712907E-5,NO
9,246,1.019364251138779E-4,NO
10,107,9.186677016659897E-5,NO
11,121,9.232054969616795E-5,NO
12,110,0.628923237573647,NO
13,58,9.089328090609083E-5,NO
14,37,9.085699765934649E-5,NO
15,77,0.6154107183609923,NO
16,142,0.6329982132930114,NO
17,114,9.232054969616795E-5,NO
18,59,9.101196396058224E-5,NO
19,64,9.101196396058224E-5,NO
20,164,9.501478038712907E-5,NO
21,70,9.101196396058224E-5,NO
22,32,9.09030156019312E-5,NO
23,148,9.348849456175644E-5,NO
24,156,9.420588110219581E-5,NO
25,119,9.232054969616795E-5,NO
26,118,9.232054969616795E-5,NO
27,156,9.420588110219581E-5,NO
28,85,9.149804616541845E-5,NO
29,48,9.089328090609083E-5,YES
30,263,1.1623173199835565E-4,NO
31,590,2.2635294907774698E-4,YES
32,39,1.0206765198348778E-4,NO
33,39,1.0206765198348778E-4,NO
34,39,1.0206765198348778E-4,NO
35,24,1.0211934740357069E-4,NO
36,62,1.0224173729637682E-4,NO
37,77,1.0246799139107013E-4,NO
38,77,1.0246799139107013E-4,NO
39,54,1.0210841168675393E-4,NO
40,90,1.0278778998880144E-4,NO
41,58,1.0210841168675393E-4,NO
42,24,1.0211934740357069E-4,NO
43,64,1.0224173729637682E-4,NO
44,216,1.1145667684747329E-4,NO
45,36,1.0206765198348778E-4,NO
46,36,1.0206765198348778E-4,NO
47,202,1.1010823424118165E-4,NO
48,74,1.0246799139107013E-4,NO
49,71,1.0224173729637682E-4,NO
50,56,1.0210841168675393E-4,NO
51,44,1.0206765198348778E-4,NO
52,55,1.0210841168675393E-4,NO
53,47,0.9998325311374978,NO
54,101,1.0,YES
55,109,1.0,NO
56,28,0.09846267195997514,NO
57,54,0.9841466376623978,YES
58,158,0.9994085087008476,YES
59,52,1.0,YES
60,53,0.9841466376623978,YES
61,81,0.984201396807342,YES
62,83,0.984201396807342,YES
63,63,0.9841669855759175,YES
64,48,0.9841466376623978,YES
65,55,0.9841466376623978,YES
66,149,0.9999999993248602,YES
67,263,0.999459308478838,YES
68,179,1.0,YES
69,37,0.9841404065485542,YES
70,25,0.9841483086202996,YES
71,30,0.9841483086202996,YES
72,36,0.9993911512122629,YES
73,30,0.9841483086202996,YES
74,27,0.9841483086202996,YES
75,37,0.9841404065485542,YES
76,33,0.9841404065485542,YES
77,31,0.9841483086202996,YES
78,56,0.9841466376623978,YES
79,101,0.9843120113321229,YES
80,139,0.9994611783844222,YES
81,85,0.9993910128494161,YES
82,95,0.9842497810055061,YES
83,60,0.9841669855759175,YES
84,35,0.9841404065485542,YES
85,26,0.9841483086202996,YES
86,69,0.9841669855759175,YES
87,64,0.9841669855759175,YES
88,39,0.9841404065485542,YES
89,41,0.9841404065485542,YES
90,167,0.999413541826676,YES
91,66,0.9841669855759175,YES
92,93,0.999493183718557,YES
93,76,9.580230439183706E-5,NO
94,77,0.8073456524389768,NO
95,83,0.8287279737946918,NO
96,48,9.089328090609083E-5,NO
97,85,9.149804616541845E-5,NO
98,43,9.085699765934649E-5,NO
99,90,9.149804616541845E-5,NO
100,202,9.801452489858236E-5,NO
101,135,9.28606290817636E-5,NO
102,30,9.09030156019312E-5,NO
103,29,9.09030156019312E-5,NO
104,69,9.101196396058224E-5,YES
105,242,1.0664635820220066E-4,NO
106,64,1.8655623147129685E-4,NO
107,50,0.02360330709056593,YES
108,89,9.149804616541845E-5,NO
109,40,0.023594106471042344,YES
110,49,9.089328090609083E-5,NO
111,249,0.9999999999997945,YES
112,40,9.085699765934649E-5,NO
113,171,0.8274112555991785,NO
114,40,9.085699765934649E-5,NO
115,32,9.09030156019312E-5,NO
116,139,9.348849456175644E-5,YES
117,131,0.8101144756018198,YES
118,149,0.8111490012603891,YES
119,86,9.149804616541845E-5,NO
120,69,9.101196396058224E-5,NO
121,88,9.149804616541845E-5,NO
122,42,9.085699765934649E-5,NO
123,32,9.09030156019312E-5,NO
124,56,1.0042173449848362E-4,NO
125,51,9.089328090609083E-5,NO
126,81,9.121336958839813E-5,NO
127,35,9.085699765934649E-5,NO
128,72,9.121336958839813E-5,NO
129,46,9.089328090609083E-5,NO
130,46,9.089328090609083E-5,NO
131,44,9.085699765934649E-5,NO
132,29,9.09030156019312E-5,NO
133,280,1.0996937204981118E-4,NO
134,63,0.9818774547830674,NO
135,334,1.1530606634402447E-4,YES
136,46,9.089328090609083E-5,NO
137,31,9.09030156019312E-5,NO
138,83,9.121336958839813E-5,NO
139,71,9.101196396058224E-5,NO
140,83,9.121336958839813E-5,NO
141,40,9.085699765934649E-5,NO
142,32,9.09030156019312E-5,NO
143,57,9.089328090609083E-5,NO
144,50,9.089328090609083E-5,YES
145,81,9.121336958839813E-5,YES
146,35,9.085699765934649E-5,YES
147,71,9.101196396058224E-5,YES
148,46,9.089328090609083E-5,NO
149,46,9.089328090609083E-5,NO
150,289,1.118212995604583E-4,YES
151,143,9.78081324686662E-5,NO
152,81,9.542789532938853E-5,NO
153,132,9.715125926930688E-5,NO
154,146,9.78081324686662E-5,YES
155,76,9.542789532938853E-5,YES
156,420,1.3889371838429513E-4,YES
157,306,1.1380742846357247E-4,YES
158,48,1.834676059051986E-4,YES
159,31,1.834872535177795E-4,YES
160,62,9.308752393802366E-4,NO
161,96,6.94345033986907E-4,NO
162,77,6.921860265056602E-4,NO
163,111,7.693493524470172E-4,NO
164,43,2.3992779312385145E-4,NO
165,63,2.403369544554535E-4,NO
166,235,0.0028256628044459474,NO
167,75,9.542789532938853E-5,NO
168,43,1.8339437514172002E-4,NO
169,33,9.50550587538137E-5,NO
170,63,1.8370714481365767E-4,NO
171,94,6.94345033986907E-4,NO
172,40,9.50550587538137E-5,NO
173,160,0.0010577823606628628,NO
174,40,9.50550587538137E-5,NO
175,32,9.510320276004899E-5,NO
176,86,9.149804616541845E-5,NO
177,25,9.09030156019312E-5,NO
178,178,0.9999989305607734,YES
179,94,1.5339096652748434E-4,NO
180,167,9.940493335261103E-5,YES
181,29,9.09030156019312E-5,NO
182,26,9.510320276004899E-5,YES
183,52,0.9999999952128853,YES
184,43,9.085699765934649E-5,NO
185,195,1.0179224974495703E-4,YES
186,240,1.0,YES
187,28,9.09030156019312E-5,NO
188,37,9.085699765934649E-5,NO
189,69,1.0923107779794273E-4,NO
190,28,9.09030156019312E-5,NO
191,284,0.9999999999999881,YES
192,44,9.50550587538137E-5,NO
193,51,1.0908863891968468E-4,NO
194,38,9.085699765934649E-5,NO
195,52,9.089328090609083E-5,NO
196,37,9.085699765934649E-5,NO
197,46,9.089328090609083E-5,NO
198,25,9.510320276004899E-5,YES
199,113,9.696518120996532E-5,YES
200,36,9.085699765934649E-5,NO
201,116,9.696518120996532E-5,NO
202,121,0.9999999793300233,YES
203,48,9.546611361987636E-5,NO
204,32,9.09030156019312E-5,NO
205,34,9.085699765934649E-5,NO
206,26,9.09030156019312E-5,NO
207,50,1.0042173449848362E-4,NO
208,31,9.09030156019312E-5,NO
209,98,1.2458990964298895E-4,NO
210,26,9.09030156019312E-5,NO
211,25,9.547633802061714E-5,NO
212,40,9.085699765934649E-5,NO
213,59,9.559076703725072E-5,YES
214,36,1.0904509314856923E-4,NO
215,58,9.089328090609083E-5,YES
216,37,9.085699765934649E-5,NO
217,281,0.9999999999999678,YES
218,99,9.186677016659897E-5,NO
