ID,Size,Predicted,Actual
0,78,0.8,NO
1,302,0.86,NO
2,87,0.72,NO
3,198,0.88,NO
4,175,0.85,NO
5,65,0.87,NO
6,105,0.82,NO
7,58,0.36,NO
8,196,0.86,NO
9,106,0.79,NO
10,130,0.84,NO
11,64,0.74,NO
12,132,0.78,NO
13,62,0.57,NO
14,108,0.83,YES
15,432,0.63,NO
16,174,0.85,NO
17,246,0.86,NO
18,106,0.81,YES
19,121,0.73,NO
20,110,0.78,NO
21,58,0.36,NO
22,37,0.32,NO
23,77,0.79,NO
24,142,0.84,NO
25,114,0.77,NO
26,80,0.74,NO
27,59,0.38,NO
28,69,0.86,NO
29,95,1.0,NO
30,64,0.74,NO
31,164,0.84,YES
32,70,0.77,NO
33,32,0.15,NO
34,148,0.87,NO
35,156,0.86,NO
36,119,0.76,NO
37,116,0.96,NO
38,93,0.31,NO
39,229,0.86,YES
40,123,0.96,NO
41,201,0.99,NO
42,180,0.98,NO
43,156,0.86,NO
44,98,0.36,NO
45,85,0.72,YES
46,48,0.43,NO
47,145,0.48,YES
48,145,0.96,NO
49,113,0.32,NO
50,260,0.74,NO
51,610,0.64,YES
52,39,0.64,NO
53,39,0.0,NO
54,39,0.0,NO
55,24,0.0,NO
56,62,0.0,NO
57,77,0.55,NO
58,77,0.01,NO
59,54,0.0,NO
60,92,0.41,NO
61,58,0.0,NO
62,24,0.0,NO
63,64,0.0,NO
64,216,0.73,NO
65,36,0.0,NO
66,36,0.0,NO
67,208,0.03,NO
68,39,0.52,NO
69,47,0.65,NO
70,74,0.0,NO
71,71,0.62,NO
72,56,0.65,YES
73,44,0.73,NO
74,55,0.65,YES
75,53,0.71,NO
76,187,0.91,YES
77,44,0.62,NO
78,171,0.45,NO
79,493,0.09,YES
80,122,0.24,YES
81,132,0.91,YES
82,115,0.77,YES
83,201,0.87,YES
84,116,0.98,NO
85,225,0.74,NO
86,42,0.23,NO
87,44,0.2,NO
88,136,0.42,NO
89,27,0.07,NO
90,47,0.45,NO
91,60,0.14,NO
92,58,0.72,NO
93,56,0.28,NO
94,205,0.91,NO
95,44,0.66,YES
96,49,0.72,NO
97,30,0.5,YES
98,39,0.63,YES
99,80,0.95,YES
100,29,0.06,NO
101,49,0.26,NO
102,78,0.41,NO
103,45,0.1,NO
104,31,0.12,NO
105,30,0.44,NO
106,36,0.24,NO
107,43,0.62,NO
108,60,0.68,NO
109,85,0.68,NO
110,92,0.03,NO
111,156,0.89,NO
112,98,0.77,NO
113,131,0.96,NO
114,194,0.9,NO
115,201,0.91,NO
116,69,0.76,NO
117,68,0.66,NO
118,52,0.66,NO
119,50,0.66,NO
120,202,0.87,NO
121,73,0.27,NO
122,42,0.05,NO
123,35,0.11,NO
124,125,0.54,NO
125,65,0.07166666666666667,NO
126,48,0.04,NO
127,89,0.04,NO
128,153,0.35,NO
129,40,0.06,NO
130,64,0.75,NO
131,99,0.7,NO
132,73,0.7,NO
133,72,0.73,NO
134,51,0.91,NO
135,36,0.56,NO
136,31,0.89,NO
137,61,0.87,NO
138,74,0.88,NO
139,101,0.88,NO
140,86,0.92,NO
141,106,0.92,NO
142,91,0.92,NO
143,58,0.85,NO
144,106,0.93,NO
145,143,0.91,NO
146,52,0.91,NO
147,88,0.92,NO
148,66,0.9,NO
149,44,0.63,NO
150,158,0.89,NO
151,51,0.74,NO
152,36,0.53,NO
153,63,0.69,NO
154,36,0.58,NO
155,43,0.7,NO
156,81,0.6,NO
157,75,0.53,NO
158,81,0.55,NO
159,88,0.62,NO
160,42,0.65,NO
161,82,0.16,NO
162,55,0.56,NO
163,48,0.0,NO
164,72,0.0,NO
165,113,0.75,NO
166,55,0.71,NO
167,35,0.54,NO
168,47,0.66,NO
169,101,0.61,NO
170,109,0.07,NO
171,28,0.53,NO
172,54,0.0,NO
173,158,0.63,NO
174,52,0.84,NO
175,53,0.73,NO
176,81,0.6,NO
177,83,0.62,NO
178,63,0.71,NO
179,48,0.0,NO
180,55,0.7,NO
181,149,0.69,NO
182,263,0.69,NO
183,179,0.39,NO
184,37,0.06791666666666665,NO
185,25,0.45695238095238094,NO
186,30,0.56,NO
187,36,0.32,NO
188,30,0.08,NO
189,27,0.11499999999999998,NO
190,37,0.06791666666666665,NO
191,33,0.0,NO
192,31,0.08,NO
193,56,0.0,NO
194,101,0.0,NO
195,139,0.33,NO
196,85,0.24,NO
197,95,0.0,NO
198,60,0.7,NO
199,35,0.0,NO
200,26,0.3075357142857143,NO
201,69,0.52,NO
202,64,0.61,NO
203,39,0.68,NO
204,41,0.13,NO
205,167,0.62,NO
206,66,0.63,NO
207,93,0.29,NO
208,77,0.09,YES
209,123,0.88,YES
210,90,0.81,NO
211,48,0.76,NO
212,85,0.0,NO
213,43,0.68,NO
214,90,0.73,NO
215,202,0.02,NO
216,135,0.08,YES
217,30,0.0,NO
218,29,0.0,NO
219,67,0.12,NO
220,242,0.7,NO
221,72,0.43,NO
222,50,0.0,NO
223,89,0.69,NO
224,40,0.0011111111111111111,NO
225,49,0.7,NO
226,249,0.67,NO
227,40,0.66,NO
228,171,0.44,NO
229,40,0.67,NO
230,32,0.57,NO
231,273,0.71,NO
232,55,0.36,NO
233,80,0.94,NO
234,28,0.86,NO
235,44,0.97,NO
236,83,0.91,NO
237,67,0.94,NO
238,36,0.9,NO
239,384,0.75,YES
240,196,0.88,NO
241,312,0.79,NO
242,120,0.83,NO
243,315,0.89,YES
244,112,0.75,NO
245,119,0.57,NO
246,146,0.38,NO
247,86,0.72,NO
248,69,0.73,NO
249,88,0.73,NO
250,42,0.79,NO
251,32,0.68,NO
252,56,0.77,NO
253,56,0.52,NO
254,89,0.49,NO
255,40,0.54,NO
256,80,0.49,NO
257,46,0.79,NO
258,46,0.79,NO
259,68,0.0,NO
260,80,0.22,NO
261,66,0.0,NO
262,100,0.37,NO
263,32,0.08,YES
264,31,0.03,NO
265,36,0.0,NO
266,59,0.0,NO
267,44,0.04666207751255841,NO
268,29,0.0,NO
269,280,0.7,NO
270,63,0.36,YES
271,60,0.18666666666666668,NO
272,46,0.31,NO
273,133,0.7,NO
274,333,0.6,NO
275,36,0.2,NO
276,44,0.25,NO
277,741,0.29,YES
278,26,0.09,NO
279,70,0.18,NO
280,213,0.52,NO
281,192,0.64,YES
282,562,0.8,NO
283,46,0.68,NO
284,31,0.56,NO
285,83,0.0898111965433947,NO
286,71,0.73,NO
287,83,0.71,NO
288,40,0.0,NO
289,32,0.68,NO
290,57,0.76,NO
291,64,0.75,NO
292,94,0.7,NO
293,45,0.64,NO
294,98,0.74,NO
295,46,0.79,NO
296,46,0.79,NO
297,349,0.99,YES
298,143,0.65,NO
299,81,0.7,YES
300,132,0.65,NO
301,162,0.24,NO
302,85,0.85,NO
303,454,0.98,YES
304,312,0.54,YES
305,49,0.51,NO
306,32,0.52,NO
307,64,0.29,NO
308,105,0.25,NO
309,82,0.27,NO
310,111,0.1716666666666667,NO
311,42,0.56,NO
312,63,0.58,NO
313,235,0.26,NO
314,75,0.0,NO
315,43,0.8,NO
316,33,0.72,NO
317,66,0.33,NO
318,99,0.32,NO
319,40,0.66,NO
320,160,0.45,NO
321,40,0.67,NO
