ID,Size,Predicted,Actual
0,78,7.402194345356982E-9,YES
1,87,1.1764660245250653E-139,YES
2,68,0.7410595139719937,YES
3,58,7.402194345356982E-9,YES
4,196,1.7234759850987407E-139,YES
5,78,1.1764660245250653E-139,YES
6,64,0.7410595139719937,YES
7,173,3.702356241531186E-148,YES
8,246,5.375449810073104E-148,YES
9,107,1.1764660245250653E-139,YES
10,110,1.1764660245250653E-139,YES
11,58,0.7410595139719937,YES
12,37,0.003988279308628039,YES
13,142,1.2844760003569484E-139,YES
14,114,1.1764660245250653E-139,YES
15,59,0.7410595139719937,YES
16,64,0.7410595139719937,YES
17,164,1.36793776377546E-139,YES
18,70,0.7410595139719937,YES
19,32,0.003988279308628039,YES
20,148,1.2844760003569484E-139,YES
21,156,2.7098840052721297E-145,YES
22,119,1.2844760003569484E-139,YES
23,118,1.2844760003569484E-139,YES
24,156,2.7098840052721297E-145,YES
25,85,1.1764660245250653E-139,YES
26,39,0.003988279308628039,YES
27,33,0.003988279308628039,YES
28,81,0.7410595139719937,YES
29,25,0.003988279308628039,YES
30,147,1.2844760003569484E-139,YES
31,94,1.1764660245250653E-139,YES
32,29,0.003988279308628039,YES
33,52,7.402194345356982E-9,YES
34,43,0.003988279308628039,YES
35,195,3.2015085257579662E-145,YES
36,243,5.375449810073104E-148,YES
37,28,0.003988279308628039,YES
38,37,0.003988279308628039,YES
39,64,0.7410595139719937,YES
40,28,0.003988279308628039,YES
41,265,4.4434393007460685E-145,YES
42,36,0.003988279308628039,YES
43,51,0.003988279308628039,YES
44,38,0.003988279308628039,YES
45,52,0.00391027263977784,YES
46,37,0.003988279308628039,YES
47,46,0.003988279308628039,YES
48,113,1.1764660245250653E-139,YES
49,36,0.003988279308628039,YES
50,116,1.2286340273839606E-139,YES
51,89,1.1764660245250653E-139,YES
52,50,5.4430530906490715E-6,YES
53,31,0.003988279308628039,YES
54,98,1.1764660245250653E-139,YES
55,26,0.003988279308628039,YES
56,25,0.003988279308628039,YES
57,40,0.003988279308628039,YES
58,59,0.7410595139719937,YES
59,36,0.003988279308628039,YES
60,58,7.402194345356982E-9,YES
61,37,0.003988279308628039,YES
62,268,6.871889184917011E-148,YES
63,70,0.00391027263977784,YES
64,72,0.999999354069248,NO
65,993,7.402194345356982E-9,YES
66,155,0.003988279308628039,YES
67,35,7.563288035255906E-9,YES
68,47,7.563288035255906E-9,YES
69,27,7.563288035255906E-9,NO
70,301,3.0428934665263748E-148,YES
71,119,7.563288035255906E-9,NO
72,153,7.563288035255906E-9,NO
73,51,7.563288035255906E-9,NO
74,51,7.563288035255906E-9,NO
75,108,7.563288035255906E-9,NO
76,46,7.563288035255906E-9,NO
77,53,7.563288035255906E-9,NO
78,436,7.563288035255906E-9,NO
79,382,7.563288035255906E-9,NO
80,30,7.563288035255906E-9,NO
81,22,7.563288035255906E-9,NO
82,91,7.563288035255906E-9,YES
83,169,7.563288035255906E-9,YES
84,75,7.563288035255906E-9,NO
85,93,7.563288035255906E-9,NO
86,49,7.563288035255906E-9,NO
87,383,7.563288035255906E-9,NO
88,59,7.563288035255906E-9,NO
89,95,7.563288035255906E-9,YES
90,344,7.563288035255906E-9,YES
91,443,7.563288035255906E-9,YES
92,1127,0.7447896049799513,YES
93,614,0.7447896049799513,YES
94,723,0.7447896049799513,YES
95,402,7.563288035255906E-9,YES
96,344,7.563288035255906E-9,YES
97,441,7.563288035255906E-9,YES
98,981,0.7447896049799513,YES
99,2032,3.91502799772234E-213,YES
100,625,1.1764660245250653E-139,YES
101,436,7.563288035255906E-9,YES
102,335,7.563288035255906E-9,YES
103,695,0.7447896049799513,YES
104,824,0.7447896049799513,YES
105,441,7.563288035255906E-9,YES
106,679,0.7447896049799513,YES
107,344,7.563288035255906E-9,YES
108,479,7.563288035255906E-9,YES
109,549,0.7447896049799513,YES
110,336,7.563288035255906E-9,YES
111,13508,0.0,YES
112,344,7.563288035255906E-9,YES
113,241,7.563288035255906E-9,YES
114,565,7.563288035255906E-9,YES
115,433,7.563288035255906E-9,YES
116,443,7.563288035255906E-9,YES
117,772,0.7447896049799513,YES
118,443,7.563288035255906E-9,YES
119,676,0.7447896049799513,YES
120,478,7.563288035255906E-9,YES
121,356,5.502813139699969E-6,YES
122,722,0.7447896049799513,YES
123,934,0.9995250410204904,YES
124,61,7.563288035255906E-9,YES
125,911,0.9995250410204904,YES
126,43,7.563288035255906E-9,NO
127,61,7.563288035255906E-9,NO
128,38,7.563288035255906E-9,NO
129,32,7.563288035255906E-9,NO
130,32,7.563288035255906E-9,NO
131,32,7.563288035255906E-9,NO
132,35,7.563288035255906E-9,NO
133,30,7.563288035255906E-9,NO
134,30,7.563288035255906E-9,NO
135,49,7.563288035255906E-9,YES
136,59,7.563288035255906E-9,NO
137,53,7.563288035255906E-9,NO
138,57,7.563288035255906E-9,NO
139,350,3.447319388660889E-142,YES
140,112,5.4430530906490715E-6,YES
141,69,7.563288035255906E-9,YES
142,136,5.4454566323344374E-6,YES
143,115,0.7427085309154668,YES
144,39,7.563288035255906E-9,YES
145,52,0.003988279308628039,YES
146,243,1.6137447377452153E-142,YES
147,41,0.003988279308628039,YES
148,44,7.563288035255906E-9,YES
149,66,5.502813139699969E-6,YES
150,45,7.563288035255906E-9,YES
151,72,7.563288035255906E-9,NO
152,64,7.563288035255906E-9,NO
153,155,7.563288035255906E-9,NO
154,34,7.563288035255906E-9,NO
155,38,7.563288035255906E-9,NO
156,41,7.563288035255906E-9,NO
157,23,7.563288035255906E-9,NO
158,22,7.563288035255906E-9,NO
159,60,7.563288035255906E-9,NO
160,24,7.563288035255906E-9,NO
161,22,7.563288035255906E-9,NO
162,55,7.563288035255906E-9,NO
163,45,7.563288035255906E-9,NO
164,50,7.563288035255906E-9,NO
165,38,7.563288035255906E-9,NO
166,31,7.563288035255906E-9,NO
167,80,0.003988279308628039,YES
168,82,0.003988279308628039,YES
169,179,0.003988279308628039,YES
170,40,7.563288035255906E-9,YES
171,122,0.003988279308628039,YES
172,51,7.563288035255906E-9,YES
173,31,7.563288035255906E-9,NO
174,28,7.563288035255906E-9,NO
175,25,7.563288035255906E-9,NO
