ID,Size,Predicted,Actual
0,215,1.6787328007805022E-7,NO
1,274,3.2780139482709705E-6,YES
2,461,3.4292425462122293E-6,YES
3,138,1.6056710527741117E-7,NO
4,358,6.17089533794018E-8,NO
5,1248,0.06760079156637773,YES
6,51,5.331882961277761E-8,NO
7,45,1.4456667694826568E-7,NO
8,157,5.770712592543936E-8,NO
9,31,5.331882961277761E-8,NO
10,1008,1.2092267521031337E-6,YES
11,55,2.877013026517883E-7,NO
12,204,5.75110569241901E-6,NO
13,55,1.626077124379368E-7,NO
14,103,6.264165787509867E-7,NO
15,83,3.7923373688017913E-7,NO
16,262,1.709452207058572E-7,NO
17,83,3.379564619309571E-7,NO
18,867,2.3813330772447328E-4,YES
19,40,5.331882961277761E-8,NO
20,387,2.8608295090529404E-6,YES
21,390,1.775557235843761E-7,NO
22,51,5.331882961277761E-8,NO
23,637,0.006333357393281579,YES
24,32,5.331882961277761E-8,NO
25,68,1.4318595752621043E-7,YES
26,547,0.9999999998597131,YES
27,566,0.9976178812745645,NO
28,314,6.689633807921013E-5,YES
29,839,1.435222324447687E-4,YES
30,211,1.1838442261963352E-6,NO
31,31,1.4006983120595758E-7,NO
32,50,5.331882961277761E-8,NO
33,27,5.331882961277761E-8,NO
34,175,1.0,NO
35,50,1.4966383498137302E-7,NO
36,62,5.331882961277761E-8,NO
37,87,1.563892751350422E-7,NO
38,52,5.331882961277761E-8,NO
39,373,7.102424043408606E-5,NO
40,224,9.88707094813658E-7,NO
41,118,5.63600332675306E-8,YES
42,83,5.4893589257709E-8,NO
43,147,5.63600332675306E-8,NO
44,58,1.5190285880785124E-7,NO
45,44,5.331882961277761E-8,NO
46,106,5.4893589257709E-8,NO
47,189,1.3000778994147787E-6,NO
48,151,5.63600332675306E-8,NO
49,352,6.17089533794018E-8,YES
50,849,4.4611021058682404E-7,YES
51,877,1.6520171162224044E-7,YES
52,41,1.4456667694826568E-7,NO
53,319,6.09334276461942E-8,YES
54,27,5.331882961277761E-8,NO
55,55,5.331882961277761E-8,NO
56,94,5.4893589257709E-8,NO
57,191,5.770712592543936E-8,NO
58,90,5.4893589257709E-8,NO
59,90,5.4893589257709E-8,NO
60,271,1.709452207058572E-7,YES
61,152,1.4183562924949626E-7,NO
62,90,1.431102571316271E-7,YES
63,82,1.563892751350422E-7,NO
64,147,5.63600332675306E-8,NO
65,422,1.775557235843761E-7,YES
66,1059,4.314109618457229E-5,YES
67,530,6.315451238404849E-8,YES
68,205,2.8707404142922613E-6,YES
69,190,4.0047841411261246E-7,NO
70,86,1.563892751350422E-7,NO
71,207,3.2191071624648764E-6,YES
72,397,1.2766506091086875E-6,YES
73,573,6.308700606001656E-8,NO
74,126,5.63600332675306E-8,YES
75,167,5.757969221401457E-7,YES
76,109,5.4893589257709E-8,YES
77,85,5.4893589257709E-8,NO
78,237,5.892454546306091E-8,NO
79,424,6.893493656154938E-7,YES
80,47,5.331882961277761E-8,NO
81,1118,0.0028142269476663004,YES
82,27,5.331882961277761E-8,NO
83,89,5.4893589257709E-8,NO
84,474,4.872308696411281E-6,YES
85,166,5.770712592543936E-8,NO
86,92,5.4893589257709E-8,NO
87,476,4.28472049145753E-7,YES
88,93,5.4893589257709E-8,NO
89,244,5.892454546306091E-8,NO
90,204,3.6663571737971813E-7,YES
91,252,6.000281548423917E-8,NO
92,109,5.4893589257709E-8,YES
93,618,8.653742897892204E-7,YES
94,565,6.308700606001656E-8,YES
95,69,5.4893589257709E-8,NO
96,77,5.4893589257709E-8,NO
97,97,5.4893589257709E-8,NO
98,343,6.17089533794018E-8,NO
99,214,5.892454546306091E-8,NO
100,79,5.4893589257709E-8,NO
101,25,5.331882961277761E-8,NO
102,84,5.4893589257709E-8,NO
103,34,5.331882961277761E-8,NO
104,33,5.331882961277761E-8,NO
105,104,5.4893589257709E-8,NO
106,172,5.770712592543936E-8,NO
107,70,5.4893589257709E-8,NO
108,140,5.63600332675306E-8,NO
109,156,5.770712592543936E-8,NO
110,142,5.63600332675306E-8,NO
111,152,5.63600332675306E-8,NO
112,31,5.331882961277761E-8,NO
113,60,5.331882961277761E-8,NO
114,60,5.331882961277761E-8,NO
115,876,5.798680853591724E-8,NO
116,61,5.331882961277761E-8,NO
117,185,5.770712592543936E-8,NO
118,264,6.000281548423917E-8,NO
119,43,1.4456667694826568E-7,NO
120,248,6.000281548423917E-8,NO
121,310,1.3046423554649966E-5,YES
122,199,1.159385259370734E-6,NO
123,194,1.6440490900111608E-7,NO
124,346,6.17089533794018E-8,NO
125,90,0.8792779075315836,NO
126,335,0.9952585012067856,YES
127,372,7.673683999137499E-5,NO
128,84,5.4893589257709E-8,NO
129,53,5.331882961277761E-8,NO
130,148,3.439421071046235E-7,YES
131,4088,9.96303553567699E-12,NO
132,860,0.01198420365439212,YES
133,47,5.331882961277761E-8,NO
134,101,5.4893589257709E-8,NO
135,517,6.315451238404849E-8,YES
136,327,6.09334276461942E-8,YES
137,275,1.709452207058572E-7,YES
138,136,3.893646986937183E-7,YES
139,56,5.331882961277761E-8,NO
140,74,5.4893589257709E-8,YES
141,362,1.390234538388382E-6,YES
142,174,1.6440490900111608E-7,NO
143,148,1.6056710527741117E-7,NO
144,92,1.563892751350422E-7,NO
145,45,5.331882961277761E-8,YES
146,39,1.4189714398310117E-7,NO
147,182,1.4766904383994044E-7,NO
148,77,1.563892751350422E-7,NO
149,666,6.243624201105863E-8,NO
150,88,5.4893589257709E-8,YES
151,263,6.000281548423917E-8,YES
152,54,5.331882961277761E-8,NO
153,76,1.4154655480794175E-7,NO
154,132,1.6056710527741117E-7,NO
155,160,5.770712592543936E-8,YES
156,152,5.63600332675306E-8,NO
157,39,5.331882961277761E-8,NO
158,677,6.243624201105863E-8,NO
159,131,5.63600332675306E-8,NO
160,47,5.331882961277761E-8,NO
161,129,5.63600332675306E-8,NO
162,43,5.331882961277761E-8,NO
163,73,2.3597382747455696E-7,NO
164,257,6.000281548423917E-8,NO
165,356,6.17089533794018E-8,NO
166,62,5.331882961277761E-8,NO
167,45,5.331882961277761E-8,NO
168,97,5.4893589257709E-8,NO
169,131,6.735695388555511E-6,YES
170,68,2.3597382747455696E-7,YES
171,99,4.1383790900680606E-7,NO
172,53,1.626077124379368E-7,NO
173,81,2.618716998211007E-7,NO
174,78,2.4860050205566405E-7,YES
175,69,2.3597382747455696E-7,NO
176,69,2.3597382747455696E-7,NO
177,77,2.4860050205566405E-7,NO
178,72,2.3597382747455696E-7,NO
179,72,2.3597382747455696E-7,NO
180,63,1.8227212614617604E-7,NO
181,50,1.626077124379368E-7,NO
182,28,1.386391754564381E-7,NO
183,96,4.1383790900680606E-7,NO
184,40,1.4456667694826568E-7,NO
185,76,2.4860050205566405E-7,NO
186,49,1.626077124379368E-7,NO
187,63,1.8227212614617604E-7,NO
188,55,1.626077124379368E-7,NO
189,45,1.4456667694826568E-7,NO
190,476,6.304889028774245E-8,NO
191,77,5.4893589257709E-8,NO
192,69,5.4893589257709E-8,NO
193,104,5.4893589257709E-8,NO
194,115,5.63600332675306E-8,NO
195,421,6.232314259573637E-8,NO
196,61,5.331882961277761E-8,NO
197,2009,1.4322314960432684E-8,NO
198,179,5.770712592543936E-8,NO
199,106,5.4893589257709E-8,NO
200,33,5.331882961277761E-8,NO
