ID,Size,Predicted,Actual
0,79,5.4326376348269485E-5,NO
1,87,4.9420717901267565E-5,NO
2,68,4.9161863928944286E-5,NO
3,58,4.9161863928944286E-5,NO
4,196,5.290484188977977E-5,NO
5,132,4.9420717901267565E-5,NO
6,64,4.9161863928944286E-5,NO
7,134,5.461242175386171E-5,NO
8,173,5.0644398822041146E-5,NO
9,246,5.633794401361912E-5,NO
10,107,4.9420717901267565E-5,NO
11,121,4.9420717901267565E-5,NO
12,110,0.014007094181823119,NO
13,58,4.9161863928944286E-5,NO
14,37,4.9161863928944286E-5,NO
15,77,0.013934747129762354,NO
16,142,0.014348957393602922,NO
17,114,4.9420717901267565E-5,NO
18,59,4.9161863928944286E-5,NO
19,64,4.9161863928944286E-5,NO
20,164,5.0644398822041146E-5,NO
21,70,4.9161863928944286E-5,NO
22,32,4.9161863928944286E-5,NO
23,148,5.0644398822041146E-5,NO
24,156,5.0644398822041146E-5,NO
25,119,4.9420717901267565E-5,NO
26,118,4.9420717901267565E-5,NO
27,156,5.0644398822041146E-5,NO
28,85,4.9420717901267565E-5,NO
29,48,4.9161863928944286E-5,YES
30,263,6.225626526702095E-5,NO
31,590,1.358868207203566E-4,YES
32,39,5.4326376348269485E-5,NO
33,39,5.4326376348269485E-5,NO
34,39,5.4326376348269485E-5,NO
35,24,5.5089859484085466E-5,NO
36,62,5.4326376348269485E-5,NO
37,77,5.4326376348269485E-5,NO
38,77,5.4326376348269485E-5,NO
39,54,5.4326376348269485E-5,NO
40,90,5.461242175386171E-5,NO
41,58,5.4326376348269485E-5,NO
42,24,5.5089859484085466E-5,NO
43,64,5.4326376348269485E-5,NO
44,216,5.8462535617632987E-5,NO
45,36,5.4326376348269485E-5,NO
46,36,5.4326376348269485E-5,NO
47,202,5.8462535617632987E-5,NO
48,74,5.4326376348269485E-5,NO
49,71,5.4326376348269485E-5,NO
50,56,5.4326376348269485E-5,NO
51,44,5.4326376348269485E-5,NO
52,55,5.4326376348269485E-5,NO
53,47,0.9648094879805049,NO
54,101,1.0,YES
55,109,1.0,NO
56,28,0.02226553790705631,NO
57,54,0.0025617856848222913,YES
58,158,0.005541819576854734,YES
59,52,0.9999978035430247,YES
60,53,0.0025617856848222913,YES
61,81,0.0025617856848222913,YES
