ID,Size,Predicted,Actual
0,78,0.8705108617760262,YES
1,87,0.8773481634116714,NO
2,68,0.855495039152027,NO
3,58,0.7587182790380433,NO
4,196,3.912540421356384E-4,NO
5,132,0.9933743341928151,NO
6,64,0.837830075776409,NO
7,173,0.020788347640799055,NO
8,246,2.501919252077192E-8,NO
9,107,0.8425698863372821,NO
10,121,0.9976944850813275,NO
11,110,0.916832073901095,YES
12,58,0.837830075776409,NO
13,37,0.6511349852125488,NO
14,142,0.9191034445149526,YES
15,114,0.7776026670088757,NO
16,59,0.837830075776409,NO
17,64,0.837830075776409,NO
18,164,0.038609219593836265,NO
19,70,0.8660921777099371,NO
20,32,0.4779041844015164,NO
21,148,0.2824330186853264,NO
22,156,0.1217328233610883,NO
23,119,0.7835846412746811,NO
24,118,0.7776026670088757,NO
25,156,0.1217328233610883,NO
26,85,0.8773481634116714,NO
27,48,0.9988715195393979,YES
28,33,0.4779041844015164,NO
29,69,0.9919433580366135,NO
30,77,0.9923618593935889,YES
31,83,0.9999364614274773,YES
32,48,0.983354774094146,NO
33,85,0.9929945010673505,NO
34,43,0.9996070287730119,NO
35,90,0.9924399592225557,NO
36,202,0.007707717806620444,NO
37,135,0.9529142824435441,NO
38,30,0.9377144581402701,NO
39,29,0.9354936467862567,NO
40,69,0.9919433580366135,NO
41,52,0.9838777271639745,NO
42,89,0.9929876414229529,NO
43,31,0.9557391502777062,NO
44,233,0.010484957081617523,YES
45,40,0.9705533399985702,NO
46,164,0.9999846651372493,YES
47,40,0.9705533399985702,NO
48,32,0.9377144581402701,NO
49,139,0.942097944721981,NO
50,131,0.9569088502188405,YES
51,149,0.9275314017905405,YES
52,86,0.9482287406145016,NO
53,52,0.8442494357316934,NO
54,88,0.9482287406145016,NO
55,42,0.822989894521227,NO
56,32,0.6866239245581869,NO
57,40,0.7189129526604562,NO
58,51,0.8933332200011855,NO
59,81,0.9482287406145016,NO
60,35,0.6866239245581869,NO
61,55,0.9248675697533861,NO
62,46,0.822989894521227,NO
63,46,0.822989894521227,NO
64,27,0.5060283806672446,NO
65,12,0.25832447444673634,NO
66,48,0.7348220892892945,YES
67,317,0.001114805175633256,NO
68,29,0.5060283806672446,NO
69,14,0.25832447444673634,NO
70,83,0.9482287406145016,NO
71,54,0.8491048862817892,NO
72,83,0.9482287406145016,NO
73,40,0.822989894521227,NO
74,32,0.6866239245581869,NO
75,40,0.7189129526604562,NO
76,50,0.8933332200011855,NO
77,81,0.9482287406145016,NO
78,35,0.6866239245581869,NO
79,54,0.8765901948368767,NO
80,46,0.822989894521227,NO
81,46,0.822989894521227,NO
82,86,0.9828010693609608,NO
83,25,0.2761738934988194,NO
84,152,0.999855467273429,YES
85,94,0.870392404082264,NO
86,29,0.4779041844015164,NO
87,52,0.9908103062466284,YES
88,43,0.6604166572810433,NO
89,195,3.912540421356384E-4,NO
90,243,0.9999999999999697,YES
91,28,0.4779041844015164,NO
92,37,0.6511349852125488,NO
93,69,0.9815122565347134,NO
94,28,0.4779041844015164,NO
95,273,1.0,YES
96,36,0.8947915161222698,NO
97,51,0.771186109161164,NO
98,38,0.6511349852125488,NO
99,52,0.771186109161164,NO
100,37,0.6511349852125488,NO
101,46,0.6604166572810433,NO
102,5,0.9987406534484553,YES
103,113,0.7776026670088757,NO
104,36,0.4779041844015164,NO
105,116,0.7776026670088757,NO
106,116,0.999028858263517,YES
107,48,0.8771667701522041,NO
108,32,0.7189129526604562,NO
109,34,0.7705916125002235,NO
110,26,0.6320688681919487,NO
111,50,0.771186109161164,NO
112,31,0.4779041844015164,NO
113,98,0.870392404082264,NO
114,26,0.2761738934988194,NO
115,25,0.2761738934988194,NO
116,40,0.6604166572810433,NO
117,59,0.837830075776409,NO
118,36,0.4779041844015164,NO
119,58,0.837830075776409,NO
120,37,0.6511349852125488,NO
121,268,1.152970701753797E-10,YES
122,99,0.9826685454769489,NO
123,57,0.9092837821235052,NO
124,31,0.5648231312624312,NO
125,70,0.8660921777099371,NO
126,41,0.8442494357316934,NO
127,28,0.7189129526604562,NO
128,34,0.7705916125002235,NO
129,26,0.6360733930571089,NO
130,72,0.03394744839352633,NO
131,1424,1.0,YES
132,345,0.9999999840414556,YES
133,36,0.2181028928738024,YES
134,32,0.885783538610616,YES
135,49,0.2128715285452335,YES
136,27,0.03394744839352633,NO
137,423,0.9999999541180986,YES
138,119,0.03394744839352633,NO
139,153,0.03394744839352633,NO
140,51,0.03394744839352633,NO
141,51,0.03394744839352633,NO
142,108,0.03394744839352633,NO
143,46,0.03394744839352633,NO
144,53,0.03394744839352633,NO
145,436,0.03394744839352633,NO
146,382,0.03394744839352633,NO
147,30,0.03394744839352633,NO
148,22,0.03394744839352633,NO
149,108,0.9827009779062738,YES
150,253,0.9891319765039881,YES
151,75,0.03394744839352633,NO
152,93,0.03394744839352633,NO
153,49,0.03394744839352633,NO
154,383,0.03394744839352633,NO
155,59,0.03394744839352633,NO
156,124,0.8892823962593603,YES
157,344,0.03394744839352633,YES
158,344,2.857467834124818E-21,YES
159,443,0.03394744839352633,YES
160,1127,0.03394744839352633,YES
161,614,0.03394744839352633,YES
162,723,0.03394744839352633,YES
163,402,0.03394744839352633,YES
164,389,1.6722145913137973E-86,YES
165,344,0.03394744839352633,YES
166,441,0.03394744839352633,YES
167,1079,0.9869687439797402,YES
168,2346,1.7685222110820586E-17,YES
169,625,0.008619809248773352,YES
170,436,0.03394744839352633,YES
171,335,0.03394744839352633,YES
172,695,0.03394744839352633,YES
173,824,0.03394744839352633,YES
174,441,0.03394744839352633,YES
175,679,0.03394744839352633,YES
176,344,0.03394744839352633,YES
177,479,0.03394744839352633,YES
178,549,0.03394744839352633,YES
179,336,0.03394744839352633,YES
180,16276,1.2277250258176417E-123,YES
181,344,0.03394744839352633,YES
182,241,0.03394744839352633,YES
183,565,0.03394744839352633,YES
184,433,0.03394744839352633,YES
185,443,0.03394744839352633,YES
186,772,0.03394744839352633,YES
187,443,0.03394744839352633,YES
188,676,0.03394744839352633,YES
189,478,0.03394744839352633,YES
190,452,0.9861762433847113,YES
191,722,0.03394744839352633,YES
192,1124,0.022746213870747427,YES
193,61,0.03394744839352633,YES
194,1101,0.022746213870747427,YES
195,43,0.03394744839352633,NO
196,61,0.03394744839352633,NO
197,38,0.03394744839352633,NO
198,32,0.03394744839352633,NO
199,32,0.03394744839352633,NO
200,32,0.03394744839352633,NO
201,35,0.03394744839352633,NO
202,30,0.03394744839352633,NO
203,30,0.03394744839352633,NO
204,49,0.11898674360117516,NO
205,59,0.03394744839352633,NO
206,53,0.03394744839352633,NO
207,57,0.03394744839352633,NO
208,384,1.0,YES
209,112,0.7444715127585559,YES
210,71,0.8269227137936023,YES
211,136,0.42409341959070523,NO
212,145,0.9977172961700406,YES
213,43,0.4402617978124286,YES
214,52,0.7506745379339358,NO
215,99,0.9987448929900429,YES
216,166,0.9963364379698069,YES
217,31,0.957244130623511,YES
218,165,0.9634900056438429,YES
219,31,0.957244130623511,YES
220,158,0.9976378717674045,YES
221,83,0.9953259032732722,YES
222,155,0.9976378717674045,YES
223,74,0.9988742793134991,YES
224,301,0.9999997569784648,YES
225,41,0.6604166572810433,NO
226,54,0.9753359185572315,YES
227,66,0.6318022987512169,YES
228,57,0.9235666808501396,YES
229,72,0.03394744839352633,NO
230,64,0.03394744839352633,NO
231,155,0.03394744839352633,NO
232,34,0.03394744839352633,NO
233,38,0.03394744839352633,NO
234,41,0.03394744839352633,NO
235,23,0.03394744839352633,NO
236,22,0.03394744839352633,NO
237,60,0.03394744839352633,NO
238,24,0.03394744839352633,NO
239,22,0.03394744839352633,NO
240,55,0.03394744839352633,NO
241,45,0.03394744839352633,NO
242,50,0.03394744839352633,NO
243,38,0.03394744839352633,NO
244,31,0.03394744839352633,NO
245,30,0.9927922672344275,NO
246,31,0.9927922672344275,NO
247,38,0.9966702027187588,NO
248,31,0.9927922672344275,NO
249,32,0.9927922672344275,NO
250,80,0.890681182021391,NO
251,82,0.890681182021391,NO
252,202,0.9999999999940167,NO
253,40,0.5822889968566014,NO
254,185,0.999999997542997,NO
255,51,0.7473505561455529,NO
256,31,0.03394744839352633,NO
257,28,0.03394744839352633,NO
258,25,0.03394744839352633,NO
259,25,0.03394744839352633,NO
260,33,0.03394744839352633,NO
261,448,0.49463940613443097,YES
262,54,0.03394744839352633,NO
263,39,0.03394744839352633,NO
264,40,0.03394744839352633,NO
265,45,0.03394744839352633,NO
266,58,0.03394744839352633,NO
267,110,0.03394744839352633,NO
268,89,0.03394744839352633,NO
269,57,0.03394744839352633,NO
270,89,0.03394744839352633,NO
271,52,0.03394744839352633,NO
272,219,7.608289735035486E-5,YES
273,125,0.9555796048288756,YES
274,346,2.7540134413936697E-21,YES
275,98,0.9860442706143432,YES
276,343,2.452324441786875E-8,YES
277,296,3.672926901397968E-13,YES
278,47,0.9930921617809911,YES
279,284,0.9999820110081603,YES
280,87,0.9961661393857764,YES
281,43,0.9443779570609441,YES
282,47,0.03394744839352633,NO
283,55,0.9691702727303839,YES
284,41,0.9736642609522921,YES
285,42,0.9985787372288789,YES
286,50,0.9681856846823276,YES
287,41,0.9443779570609441,YES
288,59,0.375382844937971,YES
289,45,0.9461214398901078,YES
290,116,0.5023757897263245,YES
291,172,0.9775641454652325,YES
292,94,0.9992203861225406,YES
293,159,0.96052522522978,YES
294,56,0.9700894281744286,YES
295,77,0.9953450193269887,YES
296,114,0.9823103558249972,YES
297,77,0.9852781997978857,YES
298,80,0.39750998043649255,YES
299,46,0.9461214398901078,YES
300,157,0.5969387278307865,YES
301,57,0.22238452787574345,YES
302,57,0.22526521713601041,YES
303,131,0.9999592164239544,YES
304,70,0.9844776485704267,YES
305,110,0.03394744839352633,NO
306,70,0.2128715285452335,YES
307,114,0.03394744839352633,NO
308,261,1.0261870659224032E-8,YES
309,281,0.9870168871935151,YES
310,108,0.9822726257631031,YES
311,44,0.9443779570609441,YES
312,104,0.9822726257631031,YES
313,206,6.02462141363064E-4,YES
314,86,0.9864895695395672,YES
315,89,0.03394744839352633,YES
316,64,0.03394744839352633,NO
317,61,0.9865955944946254,NO
318,64,0.9975147803734256,NO
319,68,0.9867599924245938,NO
320,23,0.03394744839352633,NO
321,40,0.03394744839352633,NO
322,25,0.03394744839352633,NO
323,26,0.03394744839352633,NO
324,59,0.03394744839352633,NO
325,60,0.03394744839352633,NO
326,51,0.03394744839352633,NO
327,58,0.03394744839352633,NO
328,61,0.03394744839352633,NO
329,35,0.8801939530941458,NO
330,224,0.03394744839352633,NO
331,32,0.03394744839352633,NO
332,32,0.03394744839352633,NO
333,32,0.03394744839352633,NO
334,32,0.03394744839352633,NO
335,23,0.03394744839352633,NO
336,24,0.03394744839352633,NO
337,105,0.966204942669775,NO
338,29,0.03394744839352633,NO
339,34,0.03394744839352633,NO
340,28,0.03394744839352633,NO
341,31,0.03394744839352633,NO
342,38,0.03394744839352633,NO
343,32,0.03394744839352633,NO
344,28,0.03394744839352633,NO
345,41,0.03394744839352633,NO
346,260,1.0,YES
347,41,0.03394744839352633,NO
348,134,0.03394744839352633,NO
349,29,0.03394744839352633,NO
350,22,0.03394744839352633,NO
351,25,0.03394744839352633,NO
352,24,0.03394744839352633,NO
353,28,0.03394744839352633,NO
354,30,0.03394744839352633,NO
355,198,0.03394744839352633,NO
356,84,0.03394744839352633,YES
357,22,0.03394744839352633,NO
358,31,0.03394744839352633,NO
359,32,0.03394744839352633,NO
360,225,0.03394744839352633,NO
361,383,1.0,YES
362,314,0.9999816102866875,YES
363,106,0.03394744839352633,NO
364,25,0.03394744839352633,NO
365,52,0.03394744839352633,NO
366,52,0.03394744839352633,NO
367,72,0.03394744839352633,NO
368,39,0.03394744839352633,NO
369,48,0.03394744839352633,NO
370,42,0.03394744839352633,NO
371,67,0.2810814613206287,NO
372,55,0.03394744839352633,NO
373,57,0.03394744839352633,NO
374,100,0.03394744839352633,NO
375,42,0.03394744839352633,NO
376,179,0.03394744839352633,NO
377,95,0.9753670221358934,YES
378,42,0.03394744839352633,NO
379,61,0.03394744839352633,NO
380,24,0.03394744839352633,NO
381,61,0.03394744839352633,NO
382,181,0.03394744839352633,NO
383,38,0.03394744839352633,NO
384,57,0.03394744839352633,NO
385,51,0.03394744839352633,NO
386,60,0.03394744839352633,NO
387,50,0.03394744839352633,NO
388,51,0.03394744839352633,NO
389,186,0.03394744839352633,NO
390,52,0.03394744839352633,NO
391,32,0.9984067268331581,NO
392,35,0.9984067268331581,NO
393,37,0.9425144387344481,YES
394,105,0.03394744839352633,NO
395,63,0.03394744839352633,NO
396,62,0.03394744839352633,NO
397,139,0.49527857750581006,NO
398,76,0.8705108617760262,NO
399,60,0.03394744839352633,NO
400,41,0.03394744839352633,NO
401,31,0.03394744839352633,NO
402,45,0.03394744839352633,NO
403,85,0.03394744839352633,NO
404,37,0.03394744839352633,NO
405,61,0.03394744839352633,NO
406,86,0.03394744839352633,NO
407,34,0.03394744839352633,NO
408,83,0.03394744839352633,NO
409,54,0.03394744839352633,NO
410,67,0.03394744839352633,NO
411,62,0.03394744839352633,NO
412,22,0.03394744839352633,NO
413,29,0.03394744839352633,NO
414,36,0.03394744839352633,NO
415,33,0.03394744839352633,NO
416,26,0.03394744839352633,NO
417,44,0.03394744839352633,NO
418,29,0.03394744839352633,NO
419,29,0.03394744839352633,NO
420,25,0.03394744839352633,NO
421,53,0.03394744839352633,NO
422,32,0.03394744839352633,NO
423,53,0.03394744839352633,NO
424,36,0.03394744839352633,NO
425,22,0.03394744839352633,NO
426,359,0.03394744839352633,YES
427,33,0.03394744839352633,NO
428,25,0.03394744839352633,NO
429,28,0.03394744839352633,NO
430,25,0.03394744839352633,NO
431,25,0.03394744839352633,NO
432,26,0.03394744839352633,NO
433,50,0.03394744839352633,NO
434,24,0.03394744839352633,NO
435,25,0.03394744839352633,NO
436,26,0.03394744839352633,NO
437,31,0.03394744839352633,NO
438,94,0.03394744839352633,NO
439,61,0.03394744839352633,NO
440,96,0.03394744839352633,NO
441,217,0.03394744839352633,NO
442,510,0.03394744839352633,NO
443,56,0.03394744839352633,NO
444,69,0.03394744839352633,NO
445,159,0.03394744839352633,NO
446,142,0.03394744839352633,NO
447,149,0.03394744839352633,NO
448,47,0.9594103285460446,YES
449,173,0.9696723604482552,YES
450,100,0.03394744839352633,NO
451,136,0.9778724533140343,NO
452,98,0.03394744839352633,NO
453,60,0.9999998369455465,NO
454,351,0.11707870189235658,NO
455,37,0.03394744839352633,NO
456,20,0.9671855270692945,NO
457,54,0.03394744839352633,NO
458,44,0.03394744839352633,NO
459,35,0.03394744839352633,NO
460,24,0.03394744839352633,NO
461,65,0.96187841349114,YES
462,217,0.9999992964721343,YES
463,177,0.03394744839352633,NO
464,59,0.03394744839352633,NO
465,68,0.03394744839352633,NO
466,156,0.03394744839352633,NO
467,114,0.9987327005374907,YES
468,249,0.05706263481886303,NO
469,43,0.03394744839352633,NO
470,43,0.03394744839352633,NO
471,38,0.03394744839352633,NO
472,59,0.7457541095211572,YES
473,64,0.03394744839352633,NO
474,124,0.03394744839352633,NO
475,47,0.03394744839352633,NO
476,182,0.9999998093927754,YES
477,498,2.8713619595227204E-146,YES
478,74,0.996906494385826,NO
479,34,0.885783538610616,YES
480,58,0.03394744839352633,NO
481,109,0.12130369633696558,NO
482,161,0.03394744839352633,NO
483,113,0.7776026670088757,YES
484,536,1.0,YES
485,186,0.03394744839352633,YES
486,51,0.03394744839352633,NO
487,375,0.03394744839352633,NO
488,53,0.3568412609766772,YES
489,84,0.9864895695395672,YES
490,30,0.03394744839352633,NO
491,377,0.036847188387469476,NO
492,40,0.03394744839352633,NO
493,813,0.03394744839352633,NO
494,121,0.5086079717823275,YES
495,183,0.03394744839352633,NO
496,32,0.03394744839352633,NO
497,32,0.03394744839352633,NO
498,26,0.03394744839352633,NO
499,174,0.03394744839352633,NO
500,31,0.03394744839352633,NO
501,24,0.03394744839352633,NO
502,34,0.03394744839352633,NO
503,123,0.03394744839352633,NO
504,87,0.03394744839352633,NO
505,26,0.03394744839352633,NO
506,25,0.03394744839352633,NO
507,23,0.03394744839352633,NO
508,23,0.03394744839352633,NO
509,23,0.03394744839352633,NO
510,33,0.03394744839352633,NO
511,32,0.03394744839352633,NO
512,29,0.03394744839352633,NO
513,22,0.03394744839352633,NO
514,25,0.03394744839352633,NO
515,24,0.03394744839352633,NO
516,31,0.03394744839352633,NO
517,31,0.03394744839352633,NO
518,26,0.03394744839352633,NO
519,26,0.03394744839352633,NO
520,26,0.03394744839352633,NO
521,36,0.03394744839352633,NO
522,65,0.03394744839352633,NO
523,41,0.03394744839352633,NO
524,39,0.03394744839352633,NO
525,38,0.03394744839352633,NO
526,31,0.03394744839352633,NO
527,125,0.03394744839352633,NO
528,38,0.03394744839352633,NO
529,48,0.03394744839352633,NO
530,44,0.03394744839352633,NO
531,42,0.03394744839352633,NO
532,46,0.03394744839352633,NO
533,42,0.03394744839352633,NO
534,113,0.03394744839352633,NO
535,53,0.03394744839352633,NO
536,56,0.03394744839352633,NO
537,61,0.03394744839352633,NO
538,49,0.03394744839352633,NO
539,53,0.03394744839352633,NO
540,29,0.03394744839352633,NO
541,48,0.03394744839352633,NO
542,96,0.03394744839352633,NO
543,95,0.03394744839352633,NO
544,51,0.03394744839352633,NO
545,29,0.03394744839352633,NO
546,159,0.03394744839352633,NO
547,53,0.03394744839352633,NO
548,56,0.03394744839352633,NO
549,27,0.03394744839352633,NO
550,95,0.03394744839352633,NO
551,40,0.03394744839352633,NO
552,45,0.03394744839352633,NO
553,61,0.03394744839352633,NO
554,53,0.03394744839352633,NO
555,38,0.03394744839352633,NO
556,64,0.03394744839352633,NO
557,31,0.03394744839352633,NO
558,52,0.03394744839352633,NO
559,29,0.03394744839352633,NO
560,33,0.03394744839352633,NO
561,39,0.03394744839352633,NO
562,218,0.03394744839352633,NO
563,40,0.03394744839352633,NO
564,27,0.03394744839352633,NO
565,84,0.03394744839352633,NO
566,62,0.03394744839352633,NO
567,80,0.03394744839352633,NO
568,59,0.03394744839352633,NO
569,93,0.03394744839352633,NO
570,107,0.03394744839352633,NO
571,73,0.03394744839352633,NO
572,106,0.03394744839352633,NO
573,76,0.03394744839352633,NO
574,92,0.03394744839352633,NO
575,24,0.03394744839352633,NO
576,33,0.03394744839352633,NO
577,31,0.03394744839352633,NO
578,62,0.03394744839352633,NO
579,77,0.03394744839352633,NO
580,25,0.03394744839352633,NO
581,94,0.03394744839352633,YES
582,201,0.03394744839352633,NO
583,171,0.03394744839352633,NO
584,198,0.03394744839352633,YES
585,49,0.03394744839352633,NO
586,38,0.03394744839352633,NO
587,178,0.03600353930974899,NO
588,94,0.03394744839352633,NO
589,138,0.03394744839352633,NO
590,25,0.03394744839352633,NO
591,25,0.03394744839352633,NO
592,36,0.03394744839352633,NO
593,26,0.03394744839352633,NO
594,44,0.03394744839352633,NO
595,52,0.03394744839352633,NO
596,50,0.03394744839352633,NO
597,75,0.03394744839352633,NO
598,28,0.03394744839352633,NO
599,31,0.03394744839352633,NO
600,41,0.03394744839352633,NO
601,26,0.03394744839352633,NO
602,39,0.03394744839352633,NO
603,26,0.03394744839352633,NO
604,30,0.03394744839352633,NO
605,25,0.03394744839352633,NO
606,33,0.03394744839352633,NO
607,44,0.03394744839352633,NO
608,23,0.03394744839352633,NO
609,80,0.03394744839352633,NO
610,79,0.03394744839352633,NO
611,26,0.03394744839352633,NO
612,83,0.03394744839352633,NO
613,92,0.03394744839352633,NO
614,26,0.03394744839352633,NO
615,85,0.03394744839352633,NO
616,67,0.03394744839352633,NO
617,124,0.036847188387469476,NO
618,26,0.03394744839352633,NO
619,25,0.35800762091700694,NO
620,76,0.03394744839352633,NO
621,109,0.03394744839352633,NO
