ID,Size,Predicted,Actual
0,111,0.64,YES
1,22,0.009403040680265335,YES
2,75,0.94,NO
3,131,0.28,YES
4,74,0.71,NO
5,84,0.44,NO
6,70,0.5126666666666666,NO
7,57,0.23668001122240978,NO
8,70,0.6080989203453054,NO
9,59,0.6966666666666667,NO
10,88,0.54,NO
11,40,0.06435161188271288,NO
12,99,0.43,NO
13,187,0.08,NO
14,196,0.18,NO
15,192,0.14,NO
16,97,0.59,NO
17,98,0.31,NO
18,96,0.37,NO
19,173,0.22,NO
20,141,0.69,NO
21,142,0.69,NO
22,188,0.07,NO
23,90,0.67,NO
24,110,0.57,NO
25,62,0.013166965007182398,NO
26,61,0.21185311856032832,NO
27,120,0.36,NO
28,116,0.09,NO
29,58,0.0,NO
30,74,0.02,NO
31,113,0.52,NO
32,48,0.17,NO
33,77,0.02,NO
34,65,0.3380542458613804,NO
35,74,0.71,NO
36,83,0.58,NO
37,128,0.07,NO
38,72,0.51,NO
39,76,0.8385714285714286,NO
40,69,0.27149999999999996,NO
41,83,0.46,NO
42,65,0.245,NO
43,88,0.54,NO
44,40,0.06435161188271288,NO
45,86,0.39,NO
46,89,0.426,NO
47,49,0.37654848116886286,NO
48,102,0.5073307095318333,NO
49,94,0.5963333333333334,NO
50,72,0.8216666666666667,NO
51,60,0.02,NO
52,76,0.78,NO
53,92,0.33,NO
54,96,0.41666666666666674,NO
55,70,0.1,NO
56,86,0.32,NO
57,101,0.1,NO
58,169,0.15,NO
59,115,0.08,NO
60,153,0.7,NO
61,58,0.055,NO
62,47,0.003333333333333333,NO
63,49,0.0,NO
64,58,0.055,NO
65,70,0.08766666666666666,NO
66,141,0.16333333333333336,NO
67,93,0.03,NO
68,273,0.45,NO
69,96,0.76,NO
70,50,0.01,NO
71,241,0.35,NO
72,195,0.08,NO
73,131,0.82,NO
74,170,0.027999999999999997,YES
75,161,0.72,NO
76,102,0.21,NO
77,150,0.65,NO
78,65,0.245,NO
79,88,0.54,NO
80,40,0.06435161188271288,NO
81,57,0.23668001122240978,NO
82,39,0.2523195642526182,NO
83,85,0.23,NO
84,93,0.07,NO
85,87,0.11,NO
86,81,0.41,NO
87,95,0.12666666666666665,NO
88,66,0.04,NO
89,94,0.0033333333333333335,NO
90,76,0.3666904761904762,NO
91,116,0.34,NO
92,56,0.27320468260953573,NO
93,48,0.26606667885427515,NO
94,71,0.47,NO
95,45,0.06664444694183955,NO
96,45,0.06664444694183955,NO
97,30,0.07314151926526354,NO
98,74,0.11,NO
99,299,0.23,YES
100,82,0.02,YES
101,197,0.06,NO
102,173,0.04,NO
103,84,0.58,NO
104,75,0.8586666666666666,YES
105,65,0.02,NO
106,96,0.11999999999999998,NO
107,193,0.12,NO
108,98,0.15,NO
109,88,0.34,NO
110,67,0.0,NO
111,92,0.39,NO
112,56,0.05,NO
113,101,0.69,YES
114,136,0.3,NO
115,105,0.13,NO
116,377,0.64,NO
117,174,0.04,NO
118,244,0.75,NO
119,101,0.18,YES
120,113,0.01,NO
121,110,0.30302701358040696,NO
122,58,0.08347102474729254,NO
123,37,0.2441602664996907,NO
124,77,0.30935714285714283,NO
125,142,0.73,NO
126,118,0.345,NO
127,80,0.025,NO
128,59,0.0,NO
129,69,0.27149999999999996,NO
130,95,0.6,NO
131,97,0.59,NO
132,82,0.04,NO
133,67,0.02,NO
134,110,0.18,NO
135,103,0.11,NO
136,111,0.2,NO
137,82,0.785,NO
138,56,0.05,YES
