@relation STORM_TRAINING_14.arff
@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_DELETED numeric
@attribute AVG_LOC_DELETED numeric
@attribute CHURN numeric
@attribute MAX_CHURN numeric
@attribute AVG_CHURN numeric
@attribute FIXED_DEFECTS numeric
@attribute NUMBER_OF_COMMITS numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'True', 'False'}
@data
560,166,160,23.714285714285715,85,79,23.714285714285715,81,81,11.571428571428571,0,7,5,False
631,95,95,95.0,13,13,95.0,82,82,82.0,0,1,1,False
406,129,123,18.428571428571427,59,53,18.428571428571427,70,70,10.0,0,7,5,False
457,782,458,46.0,324,23,46.0,458,458,26.941176470588236,0,17,11,False
470,823,471,48.411764705882355,352,25,48.411764705882355,471,471,27.705882352941178,0,17,11,False
405,412,406,58.857142857142854,6,1,58.857142857142854,406,406,58.0,0,7,5,False
754,1023,755,60.1764705882353,268,19,60.1764705882353,755,755,44.411764705882355,0,17,11,False
675,1293,561,76.05882352941177,272,20,76.05882352941177,1021,561,60.05882352941177,0,17,11,False
470,823,471,48.411764705882355,352,25,48.411764705882355,471,471,27.705882352941178,0,17,11,False
474,2977,475,229.0,127,25,229.0,2850,475,219.23076923076923,0,13,9,False
835,5022,836,418.5,6,1,418.5,5016,836,418.0,0,12,9,False
65,390,65,65.0,0,0,65.0,390,65,65.0,0,6,6,False
29093,43515,8681,1673.6538461538462,2304,2249,1673.6538461538462,41211,6432,1585.0384615384614,0,26,13,False
795,7173,796,398.5,9,1,398.5,7164,796,398.0,0,18,11,False
555,764,556,44.94117647058823,208,17,44.94117647058823,556,556,32.705882352941174,0,17,11,False
405,111,105,15.857142857142858,50,44,15.857142857142858,61,61,8.714285714285714,0,7,5,False
299,91,85,13.0,33,27,13.0,58,58,8.285714285714286,0,7,5,False
65,65,65,65.0,0,0,65.0,65,65,65.0,0,1,1,False
74,222,74,74.0,0,0,74.0,222,74,74.0,0,3,3,False
630,1893,631,631.0,0,0,631.0,1893,631,631.0,0,3,3,False
663,503,223,29.58823529411765,405,125,29.58823529411765,98,98,5.764705882352941,0,17,11,False
515,148,142,21.142857142857142,66,60,21.142857142857142,82,82,11.714285714285714,0,7,5,False
387,1548,387,387.0,0,0,387.0,1548,387,387.0,0,4,4,False
406,1634,407,163.4,6,1,163.4,1628,407,162.8,0,10,7,False
513,138,132,19.714285714285715,68,62,19.714285714285715,70,70,10.0,0,7,5,False
916,1619,379,101.1875,1475,235,101.1875,144,144,9.0,0,16,11,False
513,138,132,19.714285714285715,68,62,19.714285714285715,70,70,10.0,0,7,5,False
1381,3029,1382,159.42105263157896,621,82,159.42105263157896,2408,1382,126.73684210526316,0,19,11,False
802,274,268,39.142857142857146,148,142,39.142857142857146,126,126,18.0,0,7,5,False
553,168,162,24.0,93,87,24.0,75,75,10.714285714285714,0,7,5,False
532,150,144,21.428571428571427,70,64,21.428571428571427,80,80,11.428571428571429,0,7,5,False
1445,2762,1288,162.47058823529412,684,59,162.47058823529412,2078,1288,122.23529411764706,0,17,11,False
1066,1124,305,112.4,148,119,112.4,976,186,97.6,0,10,8,False
515,522,516,74.57142857142857,6,1,74.57142857142857,516,516,73.71428571428571,0,7,5,False
387,387,387,387.0,0,0,387.0,387,387,387.0,0,1,1,False
2143,6634,653,221.13333333333333,1421,228,221.13333333333333,5213,594,173.76666666666668,0,30,14,False
62,2,2,2.0,1,1,2.0,1,1,1.0,0,1,1,False
2596,11377,2003,669.2352941176471,185,53,669.2352941176471,11192,2003,658.3529411764706,0,17,8,False
1093,4713,1094,428.45454545454544,337,111,428.45454545454544,4376,1094,397.8181818181818,0,11,8,False
68,68,68,68.0,0,0,68.0,68,68,68.0,0,1,1,False
1900,4228,600,192.1818181818182,261,191,192.1818181818182,3967,594,180.3181818181818,0,22,11,False
604,3027,605,432.42857142857144,2,1,432.42857142857144,3025,605,432.14285714285717,0,7,4,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
107,291,107,32.333333333333336,9,2,32.333333333333336,282,107,31.333333333333332,0,9,5,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
27,108,27,27.0,0,0,27.0,108,27,27.0,0,4,4,False
52,208,52,52.0,0,0,52.0,208,52,52.0,0,4,4,False
49,83,49,27.666666666666668,0,0,27.666666666666668,83,49,27.666666666666668,0,3,3,False
49,16,16,16.0,0,0,16.0,16,16,16.0,0,1,1,False
59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
517,1693,433,62.7037037037037,1990,295,62.7037037037037,855,138,31.666666666666668,4,27,14,False
117,64,29,7.111111111111111,101,24,7.111111111111111,47,8,5.222222222222222,4,9,7,True
71,10,10,10.0,5,5,10.0,5,5,5.0,0,1,1,False
120,24,4,4.0,120,20,4.0,96,16,16.0,4,6,6,False
58,348,58,58.0,0,0,58.0,348,58,58.0,4,6,6,False
145,2,2,2.0,2,2,2.0,0,0,0.0,0,1,1,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
52,7,7,7.0,3,3,7.0,4,4,4.0,0,1,1,False
99,22,22,22.0,5,5,22.0,17,17,17.0,0,1,1,False
166,7,7,7.0,15,15,7.0,8,8,8.0,0,1,1,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
165,101,101,101.0,108,108,101.0,7,7,7.0,0,1,1,False
31,6,6,6.0,7,7,6.0,1,1,1.0,0,1,1,False
157,52,20,6.5,47,17,6.5,7,3,0.875,4,8,8,False
83,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
155,10,10,10.0,9,9,10.0,1,1,1.0,0,1,1,False
74,1,1,1.0,0,0,1.0,1,1,1.0,0,1,1,False
337,244,108,81.33333333333333,143,74,81.33333333333333,101,41,33.666666666666664,0,3,3,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
46,356,48,44.5,6,3,44.5,350,46,43.75,4,8,8,False
53,26,7,3.25,21,4,3.25,7,3,0.875,4,8,8,False
66,16,16,16.0,8,8,16.0,8,8,8.0,0,1,1,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,424,58,47.111111111111114,1,1,47.111111111111114,423,58,47.0,1,9,7,True
115,808,105,62.15384615384615,16,4,62.15384615384615,792,105,60.92307692307692,1,13,8,True
81,324,81,81.0,0,0,81.0,324,81,81.0,0,4,3,True
119,476,119,119.0,0,0,119.0,476,119,119.0,0,4,3,False
59,430,59,53.75,0,0,53.75,430,59,53.75,1,8,7,True
72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
64,5,1,1.0,5,1,1.0,0,0,0.0,0,5,5,False
170,105,15,15.0,0,0,15.0,105,15,15.0,0,7,6,False
34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
211,422,211,211.0,0,0,211.0,422,211,211.0,0,2,2,False
259,518,259,259.0,0,0,259.0,518,259,259.0,0,2,2,False
27,54,27,27.0,0,0,27.0,54,27,27.0,0,2,2,False
112,224,112,112.0,0,0,112.0,224,112,112.0,0,2,2,False
109,218,109,109.0,0,0,109.0,218,109,109.0,0,2,2,False
165,330,165,165.0,0,0,165.0,330,165,165.0,0,2,2,False
80,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
202,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
185,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
95,475,95,95.0,0,0,95.0,475,95,95.0,0,5,5,True
50,250,50,50.0,0,0,50.0,250,50,50.0,0,5,5,True
35,192,35,32.0,0,0,32.0,192,35,32.0,1,6,6,True
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
59,557,60,55.7,0,0,55.7,557,60,55.7,1,10,9,True
28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
101,894,93,59.6,0,0,59.6,894,93,59.6,1,15,12,True
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
480,355,44,29.583333333333332,147,45,29.583333333333332,324,42,27.0,0,12,10,False
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
110,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
128,260,52,52.0,65,13,52.0,195,39,39.0,0,5,5,False
70,79,14,9.875,14,3,9.875,65,13,8.125,0,8,7,False
444,1840,317,184.0,65,13,184.0,1775,304,177.5,0,10,8,False
77,101,25,20.2,1,1,20.2,100,25,20.0,0,5,4,False
219,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
125,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
346,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
343,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
296,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
54,270,54,54.0,0,0,54.0,270,54,54.0,0,5,5,False
575,2847,575,406.7142857142857,0,0,406.7142857142857,2847,575,406.7142857142857,0,7,7,False
167,885,149,88.5,50,10,88.5,835,149,83.5,0,10,8,True
133,665,133,133.0,0,0,133.0,665,133,133.0,0,5,5,False
37,185,37,37.0,0,0,37.0,185,37,37.0,0,5,5,False
480,2434,480,304.25,34,16,304.25,2400,480,300.0,0,8,5,True
47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
284,59,59,59.0,0,0,59.0,59,59,59.0,0,1,1,False
96,14,14,14.0,5,5,14.0,9,9,9.0,0,1,1,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
61,3,3,3.0,1,1,3.0,2,2,2.0,0,1,1,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
149,62,27,10.333333333333334,1,1,10.333333333333334,61,26,10.166666666666666,0,6,5,True
182,72,18,6.545454545454546,14,8,6.545454545454546,58,10,5.2727272727272725,1,11,9,False
94,18,5,1.8,18,5,1.8,0,0,0.0,3,10,7,False
163,7,7,7.0,3,3,7.0,4,4,4.0,0,1,1,False
56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
77,2,2,2.0,2,2,2.0,0,0,0.0,0,1,1,False
120,9,9,9.0,3,3,9.0,6,6,6.0,0,1,1,False
77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
80,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
63,53,17,10.6,2,1,10.6,51,17,10.2,0,5,5,False
175,73,19,6.636363636363637,19,4,6.636363636363637,54,18,4.909090909090909,0,11,8,False
52,0,0,0.0,20,5,0.0,20,5,5.0,0,4,4,False
172,223,171,20.272727272727273,15,3,20.272727272727273,208,171,18.90909090909091,0,11,8,False
52,0,0,0.0,20,5,0.0,20,5,5.0,0,4,4,False
167,123,38,9.461538461538462,48,17,9.461538461538462,99,21,7.615384615384615,0,13,10,False
64,6,3,1.0,28,5,1.0,22,5,3.6666666666666665,0,6,6,True
110,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,3,3,3.0,3,3,3.0,0,0,0.0,0,1,1,False
131,19,19,19.0,2,2,19.0,17,17,17.0,0,1,1,False
277,6,3,3.0,14,7,3.0,8,4,4.0,0,2,2,False
108,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
104,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
210,33,9,3.6666666666666665,21,5,3.6666666666666665,12,4,1.3333333333333333,1,9,8,False
40,377,40,37.7,3,3,37.7,374,40,37.4,2,10,9,True
96,33,23,5.5,15,15,5.5,18,8,3.0,0,6,5,False
90,21,3,3.0,16,3,3.0,5,1,0.7142857142857143,1,7,7,True
64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,4,4,4.0,7,7,4.0,3,3,3.0,0,1,1,False
65,4,4,4.0,3,3,4.0,1,1,1.0,0,1,1,False
64,64,64,64.0,0,0,64.0,64,64,64.0,0,1,1,False
64,3,3,3.0,7,7,3.0,4,4,4.0,0,1,1,False
57,57,57,57.0,0,0,57.0,57,57,57.0,0,1,1,False
23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
35,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
224,9,3,3.0,9,3,3.0,0,0,0.0,0,3,3,False
52,52,52,52.0,0,0,52.0,52,52,52.0,0,1,1,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
105,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
31,20,4,2.857142857142857,10,2,2.857142857142857,10,2,1.4285714285714286,0,7,7,False
34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
276,87,18,8.7,21,9,8.7,68,16,6.8,0,10,8,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
139,25,5,5.0,0,0,5.0,25,5,5.0,0,5,5,True
29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
199,9,3,3.0,6,2,3.0,3,1,1.0,0,3,3,False
84,2,2,2.0,2,2,2.0,0,0,0.0,0,1,1,True
22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
225,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,True
403,147,24,9.8,62,18,9.8,87,14,5.8,1,15,12,True
385,325,110,46.42857142857143,129,39,46.42857142857143,196,71,28.0,0,7,6,True
106,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
48,257,48,42.833333333333336,0,0,42.833333333333336,257,48,42.833333333333336,1,6,6,True
72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
87,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
100,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
179,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
95,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
180,8,4,4.0,10,5,4.0,2,1,1.0,0,2,2,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
186,15,4,1.6666666666666667,15,4,1.6666666666666667,0,0,0.0,0,9,8,False
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
111,30,6,6.0,0,0,6.0,30,6,6.0,0,5,5,False
63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
139,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
76,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
27,216,27,27.0,0,0,27.0,216,27,27.0,0,8,5,False
65,40,5,5.0,8,1,5.0,32,4,4.0,0,8,5,False
86,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
83,4,2,2.0,4,2,2.0,0,0,0.0,0,2,2,False
83,158,31,13.166666666666666,13,2,13.166666666666666,145,29,12.083333333333334,0,12,10,False
67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
26,4,4,4.0,0,0,4.0,4,4,4.0,0,1,1,False
32,23,4,1.9166666666666667,8,1,1.9166666666666667,15,3,1.25,0,12,10,False
36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
27,15,3,3.0,10,2,3.0,5,1,1.0,0,5,5,False
44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
184,131,131,131.0,0,0,131.0,131,131,131.0,0,1,1,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
382,193,37,17.545454545454547,81,14,17.545454545454547,112,23,10.181818181818182,2,11,8,True
33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
96,4,2,2.0,4,2,2.0,0,0,0.0,0,2,2,False
217,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
521,59,18,4.916666666666667,48,7,4.916666666666667,11,11,0.9166666666666666,0,12,8,False
56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
160,9,3,3.0,6,2,3.0,3,1,1.0,0,3,3,False
142,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
149,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
173,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
117,133,19,19.0,14,2,19.0,119,17,17.0,0,7,5,False
214,714,102,102.0,168,24,102.0,546,78,78.0,0,7,5,True
98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
69,42,8,4.666666666666667,5,1,4.666666666666667,37,8,4.111111111111111,0,9,8,False
356,33,6,4.714285714285714,13,3,4.714285714285714,20,5,2.857142857142857,0,7,7,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
65,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
27,216,27,27.0,0,0,27.0,216,27,27.0,0,8,7,False
424,2820,325,67.14285714285714,1597,230,67.14285714285714,1559,137,37.11904761904762,2,42,13,False
67,67,67,67.0,0,0,67.0,67,67,67.0,0,1,1,False
177,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
156,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
189,134,126,44.666666666666664,73,37,44.666666666666664,117,89,39.0,0,3,3,False
253,6,6,6.0,2,2,6.0,4,4,4.0,0,1,1,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,9,3,3.0,9,3,3.0,0,0,0.0,0,3,3,False
121,577,72,48.083333333333336,195,20,48.083333333333336,382,62,31.833333333333332,0,12,8,False
64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
128,72,8,8.0,36,4,8.0,36,4,4.0,0,9,8,False
47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
210,162,25,12.461538461538462,36,5,12.461538461538462,126,21,9.692307692307692,1,13,9,False
498,2,1,1.0,2,1,1.0,0,0,0.0,0,2,2,False
74,11,2,1.8333333333333333,11,2,1.8333333333333333,0,0,0.0,0,6,5,True
34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
119,48,11,8.0,8,2,8.0,40,10,6.666666666666667,0,6,5,False
125,137,23,13.7,461,61,13.7,338,43,33.8,0,10,8,False
132,147,41,24.5,90,21,24.5,63,20,10.5,0,6,5,False
35,35,35,35.0,0,0,35.0,35,35,35.0,0,1,1,False
763,1322,229,45.58620689655172,562,129,45.58620689655172,764,139,26.344827586206897,2,29,16,False
131,131,131,131.0,0,0,131.0,131,131,131.0,0,1,1,False
187,5,5,5.0,4,4,5.0,1,1,1.0,0,1,1,False
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
26,208,26,26.0,0,0,26.0,208,26,26.0,0,8,7,False
58,472,59,52.44444444444444,0,0,52.44444444444444,472,59,52.44444444444444,0,9,7,False
375,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
628,2682,609,206.30769230769232,247,96,206.30769230769232,2435,609,187.30769230769232,2,13,7,True
213,882,218,110.25,22,10,110.25,880,218,110.0,2,8,5,True
175,700,175,175.0,0,0,175.0,700,175,175.0,0,4,4,False
30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
