VERSION,JAVA_CLASS,SIZE,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,LOC_DELETED,MAX_LOC_DELETED,AVG_LOC_DELETED,CHURN,MAX_CHURN,AVG_CHURN,FIXED_DEFECTS,NUMBER_OF_COMMITS,IS_BUGGY
1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,124,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,172,42,11,4.5,18,8,4.5,24,10,3.0,0,4,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,36,4,2,2.0,4,2,2.0,0,0,0.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,132,8,4,2.0,4,2,2.0,4,2,1.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,74,2,1,1.0,2,1,1.0,0,0,0.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,83,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,86,36,18,2.0,4,2,2.0,32,16,8.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,355,506,241,27.0,162,67,27.0,372,174,31.0,0,6,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,612,370,98,6.25,50,7,6.25,320,92,20.0,0,8,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,78,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,85,48,24,3.0,6,3,3.0,42,21,10.5,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,108,8,4,0.0,0,0,0.0,8,4,2.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,32,2,1,1.0,2,1,1.0,0,0,0.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,227,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,201,8,4,0.0,0,0,0.0,8,4,2.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,80,10,5,0.0,0,0,0.0,10,5,2.5,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,57,10,5,0.0,0,0,0.0,10,5,2.5,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,446,36,17,0.5,2,1,0.5,34,17,4.25,0,4,False
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,103,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,35,2,1,1.0,2,1,1.0,0,0,0.0,0,2,False
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,79,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,271,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,458,28,14,7.0,14,7,7.0,14,7,3.5,0,2,False
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,137,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,357,30,15,26.0,52,26,26.0,22,11,5.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1242,1270,175,9.235294117647058,314,40,9.235294117647058,1020,153,15.0,0,34,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,154,10,5,1.0,2,1,1.0,8,4,2.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,522,169,4.25,34,12,4.25,508,168,31.75,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,260,202,88,12.333333333333334,74,27,12.333333333333334,128,61,10.666666666666666,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,551,220,62,8.2,82,19,8.2,138,43,6.9,0,10,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,361,206,63,0.5,2,1,0.5,204,62,25.5,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,388,36,11,4.5,18,8,4.5,18,6,2.25,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,102,51,0.0,0,0,0.0,102,51,25.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,236,67,8.5,102,19,8.5,150,59,6.25,0,12,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,78,13,5.428571428571429,76,21,5.428571428571429,74,18,2.642857142857143,0,14,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,60,10,4.0,48,9,4.0,36,7,1.5,0,12,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,4,2,2.0,4,2,2.0,0,0,0.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,8,4,0.0,0,0,0.0,8,4,2.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,928,414,93,7.444444444444445,134,21,7.444444444444445,300,72,8.333333333333334,0,18,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,4,2,2.0,4,2,2.0,0,0,0.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,8,4,5.0,10,5,5.0,2,1,0.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,2,1,1.0,2,1,1.0,0,0,0.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,540,240,0.6666666666666666,4,1,0.6666666666666666,536,240,44.666666666666664,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,38,19,1.0,2,1,1.0,36,18,9.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,2,1,1.0,2,1,1.0,0,0,0.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,106,216,108,0.0,0,0,0.0,216,108,54.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,88,11,0.0,0,0,0.0,88,11,5.5,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,242,73,5.5,110,18,5.5,208,66,5.2,0,20,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,778,638,101,26.23076923076923,682,221,26.23076923076923,660,145,12.692307692307692,0,26,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,314,244,111,8.0,48,12,8.0,204,99,17.0,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,14,7,0.0,0,0,0.0,14,7,3.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,76,25,6.5,26,11,6.5,50,14,6.25,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,570,274,3.0,24,7,3.0,562,274,35.125,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,32,9,7.25,58,24,7.25,38,15,2.375,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,26,6,5.0,30,10,5.0,12,4,1.0,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,0,0,2.0,4,2,2.0,4,2,1.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,336,112,4.2,42,19,4.2,294,112,14.7,0,10,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,1034,298,23.75,190,89,23.75,844,298,52.75,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,676,164,22.083333333333332,530,77,22.083333333333332,370,91,7.708333333333333,0,24,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,467,546,154,13.11111111111111,236,52,13.11111111111111,362,102,10.055555555555555,0,18,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,112,42,12.666666666666666,76,32,12.666666666666666,120,38,10.0,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,4,1,1.0,4,1,1.0,0,0,0.0,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,120,42,9.4,94,32,9.4,110,34,5.5,0,10,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,876,139,22.416666666666668,538,139,22.416666666666668,850,122,17.708333333333332,0,24,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,18,4,3.3333333333333335,20,5,3.3333333333333335,2,1,0.16666666666666666,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,62,28,2.0,8,3,2.0,54,27,6.75,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,72,30,8.5,34,15,8.5,38,15,4.75,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,234,54,1.0,8,4,1.0,238,54,14.875,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,148,36,9.0,72,36,9.0,220,36,13.75,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,694,306,50,1.3333333333333333,16,7,1.3333333333333333,290,50,12.083333333333334,0,12,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,6,3,2.0,4,2,2.0,2,1,0.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,406,129,26.428571428571427,370,150,26.428571428571427,468,123,16.714285714285715,0,14,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,98,25,14.2,142,34,14.2,68,19,3.4,0,10,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,194,72,1.25,10,5,1.25,204,72,12.75,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,256,102,33.8,338,113,33.8,106,30,5.3,0,10,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,196,72,1.25,10,5,1.25,206,72,12.875,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,156,53,8.6,86,18,8.6,114,35,5.7,0,10,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,270,96,45.0,180,84,45.0,270,90,33.75,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,472,145,21.0,168,39,21.0,336,109,21.0,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,218,64,0.0,0,0,0.0,218,64,18.166666666666668,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,1504,691,75.5,302,151,75.5,1562,691,195.25,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,1254,394,4.769230769230769,124,21,4.769230769230769,1134,394,21.807692307692307,0,26,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,144,65,1.5,6,3,1.5,138,65,17.25,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,154,77,0.0,0,0,0.0,154,77,38.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,188,94,0.0,0,0,0.0,188,94,47.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,674,337,0.0,0,0,0.0,674,337,168.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,428,214,0.0,0,0,0.0,428,214,107.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,158,79,0.0,0,0,0.0,158,79,39.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,50,25,0.0,0,0,0.0,50,25,12.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,168,84,0.0,0,0,0.0,168,84,42.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,68,34,0.0,0,0,0.0,68,34,17.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,66,33,0.0,0,0,0.0,66,33,16.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,208,104,0.0,0,0,0.0,208,104,52.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,344,172,0.0,0,0,0.0,344,172,86.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,140,70,0.0,0,0,0.0,140,70,35.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,280,140,0.0,0,0,0.0,280,140,70.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,308,154,0.0,0,0,0.0,308,154,77.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,26,13,1.0,2,1,1.0,24,12,6.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,124,41,7.0,28,7,7.0,96,34,12.0,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,8,4,0.0,0,0,0.0,8,4,2.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,282,49,2.4,48,6,2.4,242,46,6.05,0,20,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,91,6,3,2.0,4,2,2.0,2,1,0.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,2,1,1.0,2,1,1.0,0,0,0.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4088,8228,1493,3.7142857142857144,52,13,3.7142857142857144,8176,1493,292.0,0,14,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,558,66,31,2.0,8,4,2.0,66,31,8.25,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,178,43,8.0,112,23,8.0,98,30,3.5,0,14,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,150,8,4,2.0,4,2,2.0,4,2,1.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,1154,234,18.5,148,62,18.5,1006,234,62.875,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,830,269,15.0,180,83,15.0,650,269,27.083333333333332,0,12,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,586,267,3.3333333333333335,40,9,3.3333333333333335,574,267,23.916666666666668,0,12,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,284,139,2.0,12,5,2.0,284,139,23.666666666666668,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,112,56,0.0,0,0,0.0,112,56,28.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,162,63,2.3333333333333335,14,7,2.3333333333333335,148,63,12.333333333333334,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,932,289,13.625,218,87,13.625,718,289,22.4375,0,16,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,92,45,0.5,2,1,0.5,90,45,11.25,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,342,166,1.5,6,3,1.5,336,166,42.0,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,664,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,66,33,0.0,0,0,0.0,66,33,16.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,26,9,3.0,18,4,3.0,12,5,1.0,0,6,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,48,30,15,5.0,10,5,5.0,20,10,5.0,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,84,33,0.0,0,0,0.0,84,33,10.5,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152,304,129,0.0,0,0,0.0,304,129,38.0,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,262,131,0.0,0,0,0.0,262,131,65.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,128,60,2.0,8,2,2.0,120,58,15.0,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,364,90,8.25,66,31,8.25,386,88,24.125,0,8,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,126,32,0.5,2,1,0.5,124,32,15.5,0,4,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,90,45,0.0,0,0,0.0,90,45,22.5,0,2,False
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,188,94,0.0,0,0,0.0,188,94,47.0,0,2,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,89,56,26,1.0,4,1,1.0,52,25,6.5,0,4,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,380,126,35,0.3333333333333333,2,1,0.3333333333333333,124,34,10.333333333333334,0,6,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,138,8,4,2.0,4,2,2.0,4,2,1.0,0,2,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,142,10,3,2.0,8,3,2.0,6,2,0.75,0,4,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,191,10,5,4.0,8,4,4.0,2,1,0.5,0,2,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,165,0,0,0.0,0,0,0.0,0,0,0.0,0,0,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,171,24,9,1.5,6,3,1.5,18,9,2.25,0,4,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,56,20,10,12.0,24,12,12.0,4,2,1.0,0,2,False
2,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,179,70,20,1.3333333333333333,8,2,1.3333333333333333,62,18,5.166666666666667,0,6,False
